PWS ID,PWS Name,PWS Type,Owner Type
CA1503678,CHINA LAKE NAVAL AIR - SOUTH RANGE,Non-Transient non-community system,Federal government
CA0410004,CITY OF GRIDLEY,Community water system,Local government
CA1500584,GOOSELAKE WATER COMPANY,Community water system,Private
CA4901426,HORSE & PLOW TASTING ROOM,Transient non-community system,Private
CA3400335,HOLIDAY MOBILE VILLAGE,Community water system,Private
CA3400333,SWABBIES,Transient non-community system,Private
CA3400167,WILLOW BERM MARINA,Transient non-community system,Private
CA3400190,IMPERIAL MANOR MOBILEHOME COMMUNITY,Community water system,Private
CA3400147,PERRY'S BOAT HARBOR,Transient non-community system,Private
CA3400216,SACRAMENTO RACEWAY,Transient non-community system,Private
CA4900916,MILL CREEK VINEYARDS,Transient non-community system,Private
CA2110350,NPS GGNRA,Community water system,Federal government
CA1000589,AUBERRY BRANCH LIBRARY,Transient non-community system,Local government
CA2110003,NORTH MARIN WATER DISTRICT,Community water system,Local government
CA2110006,NORTH MARIN WD - PT. REYES,Community water system,Local government
CA1000599,SHERWOOD FOREST GOLF CLUB,Transient non-community system,Private
CA3900991,LA TORRES PARK,Community water system,Private
CA3400441,FREEPORT VENTURES,Transient non-community system,Private
CA3400137,LINCOLN CHAN-HOME RANCH,Community water system,Private
CA3400463,NATOMAS GOLF CENTER,Transient non-community system,Private
CA3400417,HAPPY GARDEN RESTAURANT,Transient non-community system,Private
CA3400206,BRANNAN'S ISLAND TIME MARINA,Transient non-community system,Private
CA3400103,B & W RESORT MARINA,Community water system,Private
CA3400402,SHELDON ACRES DEV CENTER,Non-Transient non-community system,Private
CA3400420,RIO VIENTO RV CAMP [SWS],Transient non-community system,Private
CA3400202,"THE NEW WRANGLER, INC",Transient non-community system,Private
CA3400271,ARCOHE ELEM SCHOOL - MAIN CAMPUS,Non-Transient non-community system,Local government
CA3400133,KO-KET RESORT,Transient non-community system,Private
CA3400452,SILVERADO WATER SYSTEM,Non-Transient non-community system,Private
CA3400358,"6200 FRANKLIN, LLC  (SWS)",Non-Transient non-community system,Private
CA4200886,MOSBY WINERY,Transient non-community system,Private
CA1700617,LODGE AT BLUE LAKES,Transient non-community system,Private
CA2000537,AHWAHNEE QUIK MART,Transient non-community system,Private
CA3310040,FERN VALLEY WD,Community water system,Local government
CA3610034,ONTARIO MUNICIPAL UTILITIES COMPANY,Community water system,Local government
CA2100549,BLUE MOUNTAIN CENTER,Community water system,Private
CA4300551,HAPPY ACRES MWC,Community water system,Private
CA5110007,SUTTER COMMUNITY S.D.,Community water system,Local government
CA1000557,HOLLAND PARK WEST,Transient non-community system,Private
CA2010001,CHOWCHILLA CITY WATER DEPT,Community water system,Local government
CA2702431,FOOTHILL RD WS #01,Non-Transient non-community system,Private
CA2700731,Z RANCH MWC,Community water system,Private
CA4901118,"ANDY'S PRODUCE MARKET, INC.",Non-Transient non-community system,Private
CA2800840,NAPA COUNTY SCHOOLS: POPE VALLEY,Non-Transient non-community system,Local government
CA1600011,PIONEER ELEMENTARY SCHOOL,Non-Transient non-community system,Local government
CA2300903,FLOODGATE WATER SYSTEM,Transient non-community system,Private
CA2300950,MENDOCINO COUNTY FAIRGROUNDS,Transient non-community system,Local government
CA5403113,SOUTH FORK ESTATES MUTUAL WATER CO,Community water system,Private
CA4900647,SERENO DEL MAR WATER COMPANY (PUC),Community water system,Private
CA4910008,RUSSIAN RIVER COUNTY WATER DISTRICT,Community water system,Local government
CA2700521,"CEA DEVELOPMENT, LLC WS",Non-Transient non-community system,Private
CA4901196,OCEAN COVE LODGE - BAR & GRILL,Transient non-community system,Private
CA4300997,NASA AMES RESEARCH CENTER,Community water system,Federal government
CA2000641,ALMADEN - MADERA,Non-Transient non-community system,Private
CA3310047,CABAZON WATER DISTRICT,Community water system,Local government
CA4700875,KLAMATH BASIN NATIONAL WILDLIFE REFUGE,Transient non-community system,Federal government
CA5100160,VERONA VILLAGE RIVER RESORT,Transient non-community system,Private
CA5000592,MID VALLEY AG,Non-Transient non-community system,Private
CA1000485,TESSENDERLO KERLEY INC,Non-Transient non-community system,Private
CA3601045,BEAR VALLEY MHP,Community water system,Private
CA5500168,DODGE RIDGE SKI RESORT,Non-Transient non-community system,Private
CA1600009,HANFORD CHRISTIAN SCHOOL,Non-Transient non-community system,Private
CA1600013,LAKESIDE ELEMENTARY SCHOOL,Non-Transient non-community system,Local government
CA1600017,ISLAND UNION SCHOOL,Non-Transient non-community system,Local government
CA1600603,HOMEGROWN COLD STORAGE,Transient non-community system,Private
CA3710004,"DEL MAR, CITY OF",Community water system,Local government
CA3010120,SAN JUAN BASIN AUTHORITY,Community water system,Local government
CA0400021,ROBINSON'S CORNER MHP,Community water system,Private
CA4900981,PEDRONCELLI WINERY,Transient non-community system,Private
CA2300731,"CITY OF 10,000 BUDDHAS",Community water system,Private
CA2801020,ESPINOZA WATER SYSTEM,Community water system,Private
CA4901338,WILSON WINERY,Transient non-community system,Private
CA1400114,CAL TRANS - DIVISION CREEK,Transient non-community system,State government
CA1502422,BORON REST STOP WATER SYSTEM,Transient non-community system,State government
CA2600589,CAL TRANS - CRESTVIEW REST AREA,Transient non-community system,State government
CA1400115,CAL TRANS - COSO JUNCTION,Transient non-community system,State government
CA2203069,SUMMERDALE CAMPGROUND,Transient non-community system,Federal government
CA5010021,DENAIR COMMUNITY SERVICES DISTRICT,Community water system,Local government
CA3600380,BLACK MEADOW LANDING,Transient non-community system,Private
CA4901063,CAMPOBELLO,Transient non-community system,Private
CA4900704,ALEXANDER VALLEY UNION SCHOOL DISTRICT,Non-Transient non-community system,Local government
CA5410801,PORTERVILLE DEVELOPMENTAL CENTER,Community water system,State government
CA5410800,CAL FIRE - MOUNTAIN HOME CNSRVTN CAMP,Community water system,State government
CA2100538,TOMALES HIGH SCHOOL,Non-Transient non-community system,Local government
CA2100560,TOMALES ELEM & MIDDLE SCHOOL,Non-Transient non-community system,Local government
CA2100577,SHORELINE SCHOOL DIST: BUS GARAGE,Transient non-community system,Local government
CA3610008,BIG BEAR CITY CSD,Community water system,Local government
CA4901074,VALLEY FORD HOTEL,Transient non-community system,Private
CA1502683,USFS - SOUTH FORK RECREATION AREA,Transient non-community system,Federal government
CA3010023,CITY OF NEWPORT BEACH,Community water system,Local government
CA3303010,THOUSAND TRAILS IDYLLWILD - MHC,Transient non-community system,Private
CA3710008,FALLBROOK PUD,Community water system,Local government
CA5805001,PLUMAS LAKE,Community water system,Local government
CA5810003,OLIVEHURST PUBLIC U.D.,Community water system,Local government
CA2702484,GROWERS SERVICE ASSN WS (ICE),Non-Transient non-community system,Private
CA3600490,CRAB FLATS CAMPGROUND,Transient non-community system,Federal government
CA3601150,BIG BEAR ADMINISTRATION,Non-Transient non-community system,Federal government
CA2800008,GOOSECROSS CELLARS,Transient non-community system,Private
CA3600415,ARROWHEAD PINE ROSE CABIN,Transient non-community system,Private
CA4310005,CITY OF MILPITAS,Community water system,Local government
CA4700880,SISKIYOU LAKE HIGHLANDS MWC,Community water system,Private
CA0409187,PG&E - TABLE MOUNTAIN,Non-Transient non-community system,Private
CA3600600,CAMP GILBOA,Transient non-community system,Private
CA1300018,GATEWAY,Community water system,Local government
CA3601185,MOJAVE SOLAR PROJECT BETA POWER PLANT,Non-Transient non-community system,Private
CA3601184,MOJAVE SOLAR PROJECT ALPHA POWER PLANT,Non-Transient non-community system,Private
CA5403023,DELFT COLONY WATER,Community water system,Local government
CA3301622,SILENT VALLEY CLUB,Non-Transient non-community system,Private
CA1000305,MUSICK CREEK INN,Transient non-community system,Private
CA5500181,LOST DUTCHMAN MINING ASSOC,Transient non-community system,Private
CA2410003,CITY OF GUSTINE,Community water system,Local government
CA5000316,HAKAM MISSON,Community water system,Private
CA4200826,RANCHO ALEGRE,Transient non-community system,Private
CA0900109,DRU BARNER CAMPGROUND,Transient non-community system,Federal government
CA5710004,KNIGHTS LANDING SVC. DIST.,Community water system,Local government
CA3600008,APPLE VALLEY FOOTHILL CWD,Community water system,Local government
CA2701452,MONTEREY DUNES MWA,Community water system,Private
CA1000116,USDA-FOREST SERVICE HUME LAKE CAMPGROUND,Transient non-community system,Federal government
CA1000122,USDA-FOREST SERVICE PRINCESS CAMPGROUND,Transient non-community system,Federal government
CA1000310,USFS/PINEHURST WORK CENTER,Transient non-community system,Federal government
CA1000613,USDA-FS LANDSLIDE/LOGGER/ASPEN CAMPS,Transient non-community system,Federal government
CA1000517,BLOSSOM TRAIL CAFE,Transient non-community system,Private
CA1503243,HONDA PROVING CENTER,Non-Transient non-community system,Private
CA0400164,CAMP OKIZU,Transient non-community system,Private
CA0400166,CHICO EASTSIDE LITTLE LEAGUE,Transient non-community system,Private
CA1700518,LOCH LOMOND MUTUAL WATER CO,Community water system,Private
CA1710012,COBB AREA COUNTY WATER DISTRICT,Community water system,Local government
CA4300563,MT. PLEASANT WATER USERS ASSOCIATION,Community water system,Private
CA2901994,SHADY CREEK OUTDOOR SCHOOL,Transient non-community system,Local government
CA2800047,ASHES & DIAMONDS WINERY,Non-Transient non-community system,Private
CA5105002,RIVER OAKS GOLF CLUB,Transient non-community system,Private
CA4000829,VINES R.V. RESORT,Transient non-community system,Private
CA2400084,EVERGREEN MOBILE HOME PARK,Community water system,Private
CA2000956,QUADY RESIDENCE AND WNERY,Transient non-community system,Private
CA2300804,GREEN REAL ESTATE ENTERPRISES LLC,Non-Transient non-community system,Private
CA4500334,RAINBOW'S END MOBILE HOME PARK,Transient non-community system,Private
CA3200166,PG&E RODGERS FLAT SERVICE CENTER,Non-Transient non-community system,Private
CA3200143,BELDEN TOWN & RESORT,Transient non-community system,Private
CA3200097,CAMP TIMBERWOLF,Transient non-community system,Private
CA3200155,FRCCSD HOT SPRINGS,Community water system,Local government
CA3200078,FRCCSD OLD MILL RANCH,Community water system,Local government
CA3205009,EAGLE RIDGE RV PARK,Transient non-community system,Private
CA3901421,VIEJO LTD,Non-Transient non-community system,Private
CA3901394,CALVA PRODUCTS CO INC,Non-Transient non-community system,Private
CA3901015,CORTI WATER SYSTEM,Transient non-community system,Private
CA0900412,POINT PLEASANT CAMPGROUND,Transient non-community system,Private
CA0900306,FORWARD BIBLE CONFERENCE,Transient non-community system,Private
CA0900417,RIVERS BEND RESORT,Transient non-community system,Private
CA0900411,LOTUS PUB,Transient non-community system,Private
CA1000012,COURTRIGHT LAKE VILLAGE,Transient non-community system,Private
CA2702495,FOLKTALE WINERY WS,Transient non-community system,Private
CA2701171,CHEVRON OIL FIELD WS,Non-Transient non-community system,Private
CA2110304,CSP - MARCONI CONFERENCE CENTER,Transient non-community system,State government
CA4500027,BIG SPRINGS MUTUAL WATER SYSTEM,Community water system,Private
CA5410024,RICHGROVE COMMUNITY SERVICES DISTRICT,Community water system,Local government
CA4100552,OPTIMISTS VOLUNTEERS FOR YOUTH,Transient non-community system,Private
CA3610041,SAN GABRIEL VALLEY WC - FONTANA,Community water system,Private
CA1910034,"DOWNEY - CITY, WATER DEPT.",Community water system,Local government
CA5000490,MOUNTAIN VIEW CHATOM RECREATION,Transient non-community system,Private
CA4900798,"MOUNTAIN VIEW MOBILE ESTATES, LLC",Community water system,Private
CA4000716,AVILA VALLEY MUTUAL WATER CO,Community water system,Private
CA2900502,FLORISTON WATER SYSTEM,Community water system,Private
CA2900508,KINGVALE PROPERTY OWNERS & WATER USERS,Non-Transient non-community system,Private
CA1502620,POND MUTUAL WATER COMPANY,Community water system,Private
CA3301097,CAMP JOE SCHERMAN,Transient non-community system,Private
CA3301359,KENNEDY GROCERY,Transient non-community system,Private
CA3301107,CARVER TRACT MUTUAL WATER COMP,Community water system,Private
CA3301115,CHIRIACO SUMMIT WATER DIST.,Community water system,Private
CA3901328,FAMILY MARKET WATER SYSTEM,Transient non-community system,Private
CA5400581,SPEAR CREEK CABIN OWNERS ASSOC,Transient non-community system,Private
CA1105005,OLIVAREZ HONEY BEES,Non-Transient non-community system,Private
CA2800018,HUNNICUTT WINERY,Transient non-community system,Private
CA1510012,LAMONT PUBLIC UTILITY DIST,Community water system,Local government
CA1500543,AGAPE MUTUAL WATER SYSTEM,Community water system,Private
CA3600070,CENTER WATER CO,Community water system,Private
CA2801002,ETUDE WINES,Non-Transient non-community system,Private
CA2100584,MCEVOY RANCH WATER SYSTEM,Non-Transient non-community system,Private
CA2000551,MD 07 MARINA VIEW HEIGHTS,Community water system,Local government
CA5000457,ONE STOP WS,Transient non-community system,Private
CA5000557,VILLAGE FOOD MART WATER SYSTEM,Transient non-community system,Private
CA1500591,SWEET WATER CO-OP,Community water system,Private
CA1100749,RIVER VALLEY CHRISTIAN SCHOOL,Non-Transient non-community system,Private
CA1502619,SOUTH DESERT MUTUAL WATER COMPANY,Community water system,Private
CA3902194,CHEROKEE MEMORIAL PARK INC WATER SYSTEM,Transient non-community system,Private
CA4110013,CITY OF DALY CITY,Community water system,Local government
CA4901232,LA CREMA WINERY,Non-Transient non-community system,Private
CA3700422,LAGUNA MOUNTIAN MUTUAL WATER CO.,Community water system,Private
CA3701882,OCOTILLO WELLS RV PARK & STORE,Transient non-community system,Private
CA1500344,SOUTH KERN MUTUAL WATER COMPANY,Community water system,Private
CA1900239,TWEEDY LAKE CORP.,Transient non-community system,Private
CA1900061,AGUA DULCE WOMEN'S CLUB,Transient non-community system,Private
CA0409188,"FEDEX FREIGHT, INC. CHI",Non-Transient non-community system,Private
CA2800302,REALM ESTATE,Transient non-community system,Private
CA1300661,CALVARY CHAPEL CHURCH,Non-Transient non-community system,Private
CA0409192,DOWN RANGE INDOOR TRAINING CENTER,Transient non-community system,Private
CA3400141,RIVERBOAT MARINA,Transient non-community system,Private
