PWS ID,PWS Type,PWS Name,Owner Type
CA0706110,Transient non-community system,BYRON AIRPORT,Local government
CA0708006,Transient non-community system,CECCHINI WATER,Private
CA0707623,Community water system,MCCOSKER RANCH,Private
CA0706111,Transient non-community system,EBRPD LITTLE HILLS,Local government
CA0701988,Transient non-community system,HOLY CROSS CEMETERY,Private
CA0702185,Transient non-community system,SUES SWIM SCHOOL,Private
CA0701706,Transient non-community system,LOS VAQUEROS MARINA BLDG,Local government
CA0701707,Transient non-community system,LOS VAQUEROS INTERPRETIVE CENTER,Local government
CA3901387,Non-Transient non-community system,STOCKTON BAPTIST CHURCH,Private
CA3900849,Non-Transient non-community system,LODI USD-LIVE OAK SCHOOL,Local government
CA3901368,Non-Transient non-community system,OM SCOTT & SONS/HYPONEX CORP,Private
CA5700764,Non-Transient non-community system,SYNGENTA SEEDS INC,Private
CA5700788,Community water system,NORTH DAVIS MEADOWS,Private
CA5700797,Community water system,MONROE/LEINBERGER CNTR - WATERS,Local government
CA5700816,Transient non-community system,WEST VALLEY BAPTIST CHURCH,Private
CA1600602,Non-Transient non-community system,NICHOLS FARMS,Private
CA1600605,Non-Transient non-community system,BAKER COMMODITIES INC.,Private
CA2000938,Non-Transient non-community system,PACIFIC ETHANOL MADERA LLC,Public/Private
CA0706005,Community water system,FARRAR PARK PROPERTY OWNERS,Private
CA0706007,Community water system,VILLA DE GUADALUPE,Private
CA0706027,Non-Transient non-community system,ORIN ALLEN YOUTH REHAB FACILITY,Local government
CA0706028,Non-Transient non-community system,KNIGHTSEN ELEMENTARY SCHOOL,Local government
CA0706029,Non-Transient non-community system,EXCELSIOR MIDDLE SCHOOL,Local government
CA0706034,Transient non-community system,HOLLAND RIVERSIDE MARINA,Private
CA0707501,Community water system,ANGLER S RANCH #3,Private
CA4901095,Non-Transient non-community system,WESTMINSTER WOODS CAMP,Private
CA1700519,Community water system,CRESCENT BAY IMPROVEMENT COMPANY,Private
CA1503215,Transient non-community system,"FAMOSO RACEWAY, SMOKERS INC.",Private
CA5000535,Non-Transient non-community system,CHARITY WAY WATER SYSTEM,Private
CA5800002,Transient non-community system,NORTH YUBA LITTLE LEAGUE,Private
CA5800004,Transient non-community system,"MARIANI PACKING COMPANY, INC.",Private
CA4500200,Community water system,AMBERWOOD MOBILE HOME PARK,Private
CA1000279,Non-Transient non-community system,U.C. KEARNEY FIELD STATION F,State government
CA4500203,Community water system,RAPID RIVER MOBILEHOME PARK,Private
CA4500204,Community water system,WHITE OAK MUTUAL WATER COMPANY,Private
CA4500210,Community water system,LASSEN PINES MUTUAL WATER CO INC,Private
CA4500213,Transient non-community system,JOLLY GIANT FLEA MARKET,Private
CA4500214,Non-Transient non-community system,WEST VALLEY HIGH SCHOOL,Local government
CA2700522,Community water system,CABANA HOLIDAY WS,Private
CA4500215,Transient non-community system,ANTLERS SHELL / SUBWAY,Private
CA4500217,Transient non-community system,ANDERSON TUCKER OAKS GOLF,Private
CA4500221,Transient non-community system,SHINGLETOWN PROFESSIONAL BLDG,Private
CA4500224,Transient non-community system,BASSHOLE,Private
CA4500230,Non-Transient non-community system,AIRPORT COMMERCIAL PLAZA,Private
CA4500235,Community water system,WOODRIDGE MUTUAL WATER CO,Private
CA4500246,Community water system,EL RIO ESTATES,Private
CA4500254,Community water system,ANDERSON PARK VILLAGE,Private
CA4500255,Transient non-community system,SACRAMENTO RIVER RV PARK,Private
CA4500259,Transient non-community system,USFS - ANTLERS CAMPGROUND,Federal government
CA3900846,Non-Transient non-community system,OAK VIEW UNION ELEMENTARY SCH,Local government
CA3901377,Transient non-community system,FRENCH CAMP GOLF COURSE,Private
CA2700535,Community water system,JOST POST WA,Private
CA3900848,Non-Transient non-community system,LODI USD-TURNER ACADEMY AT TOKAY COLONY,Local government
CA2701670,Community water system,LANGLEY/VALLE PACIFICO WS,Private
CA2701687,Community water system,VALLEY OAKS MHP WS,Private
CA2701466,Non-Transient non-community system,RYAN RANCH WS,Private
CA2701912,Non-Transient non-community system,SPRECKELS LN WS #03,Private
CA2701701,Community water system,BRADLEY-LOCKWOOD RD WS,Private
CA3900813,Community water system,HAVEN ACRES RIVER CLUB INC,Private
CA2701931,Non-Transient non-community system,MATSUI NURSERY WS,Private
CA2701740,Community water system,BLUFFS WS,Private
CA2702315,Non-Transient non-community system,CORRAL DE TIERRA COUNTRY CLUB WS,Private
CA2701742,Community water system,CALIFORNIA ORCHARD WS,Private
CA2702317,Non-Transient non-community system,MISSION SCHOOL WS,Local government
CA2701789,Community water system,HOLLY HILLS MWC,Private
CA2702320,Non-Transient non-community system,GENERAL FARMS (WATER SYSTEMS),Private
CA2400139,Non-Transient non-community system,YOSEMITE WHOLESALE,Private
CA2701822,Community water system,ROBLEY PROPERTY MWS,Private
CA2702322,Non-Transient non-community system,CAPTAIN COOPER SCHOOL WS,Local government
CA2702373,Non-Transient non-community system,PHENEGER CREEK WS,Private
CA2701897,Community water system,BERRY DR WS #02,Private
CA3900797,Non-Transient non-community system,ESCALON PREMIER BRANDS,Private
CA3900798,Non-Transient non-community system,FRANZIA WINERY,Private
CA3900799,Transient non-community system,OLDE TOWNE,Private
CA3900805,Community water system,MOREHEAD PARK,Private
CA3900850,Non-Transient non-community system,LODI USD-HOUSTON SCHOOL,Local government
CA3901388,Transient non-community system,P G & E-TURNER CUT WATER SYSTEM,Private
CA3901390,Non-Transient non-community system,FRANK C ALEGRE TRUCKING INC WS,Private
CA3901391,Transient non-community system,MCHENRY AVE RECREATION AREA,Federal government
CA3901392,Non-Transient non-community system,"ENVIROPLEX, INC",Private
CA3900907,Community water system,BEL AIR MOBILE ESTATE,Private
CA3901393,Transient non-community system,TURNER ROAD VINTNERS (WEST),Private
CA3900921,Community water system,CARDOZA VILLA CORP,Private
CA3901394,Non-Transient non-community system,CALVA PRODUCTS CO INC,Private
CA3901395,Transient non-community system,WOODBRIDGE COMMUNITY CHURCH,Private
CA3900927,Community water system,SPRING CREEK ESTATES PWS,Local government
CA3901396,Non-Transient non-community system,BENETO WATER SYSTEM,Private
CA3901397,Transient non-community system,"GURDAWARA, GUR NANAK PARKASH WATER SYSTE",Private
CA3900810,Non-Transient non-community system,JR SIMPLOT CO,Private
CA0500064,Transient non-community system,CAMP MADONNA OF PEACE,Private
CA0500085,Non-Transient non-community system,TOYON MIDDLE SCHOOL,State government
CA5800884,Transient non-community system,YOUNGLIFE WOODLEAF,Private
CA5800887,Transient non-community system,PIZZA ROUND UP,Private
CA5403061,Transient non-community system,RIVER VIEW RESTAURANT,Private
CA5400907,Transient non-community system,WHITE HORSE INN,Private
CA5800888,Transient non-community system,SEVEN MILE HOUSE,Private
CA5800897,Transient non-community system,COUNTRY MARKET,Private
CA5800899,Non-Transient non-community system,NORTH YUBA RANGER STATION,Private
CA5800900,Community water system,OAK RIDGE APARTMENTS,Private
CA5800902,Community water system,"NAUMES, INC. WELL #9",Private
CA5800905,Transient non-community system,ZION S CAMP,Private
CA5800001,Transient non-community system,BROWNS VALLEY ONE STOP,Private
CA5800025,Non-Transient non-community system,KB PACKING,Private
CA5800202,Transient non-community system,RED HILL SALOON,Private
CA5800204,Transient non-community system,STRAWBERRY VALLEY GEN STORE,Private
CA5800205,Transient non-community system,WALNUT TREE,Private
CA5800421,Non-Transient non-community system,NAUMES JUICE PLANT WELL #148,Private
CA5800534,Transient non-community system,CAFE COLLAGE,Private
CA5800800,Non-Transient non-community system,YUBA RIVER MOULDING & MILLWORK,Private
CA5800801,Community water system,CAMP FAR WEST RESORT,Private
CA5800820,Community water system,RIVER HIGHLANDS CSD,Local government
CA5800907,Transient non-community system,MOONSHINE CAMPGROUND,Private
CA5800909,Non-Transient non-community system,"SHOEI FOODS (USA), INC.",Private
CA5800914,Transient non-community system,MARYSVILLE RACEWAY PARK,Private
CA5800915,Non-Transient non-community system,NORCAL LUMBER,Private
CA5800919,Non-Transient non-community system,PG&E,Private
CA0707644,Transient non-community system,EBRPD ALHAMBRA,Local government
CA0706031,Transient non-community system,GENOS DELI STATION,Private
CA0707507,Community water system,WILLOW PARK MARINA,Local government
CA0707543,Non-Transient non-community system,BRENTWOOD MISSIONARY BAPTIST,Private
CA0707547,Community water system,KNIGHTSEN COMMUNITY WATER SYSTEM,Local government
CA0707557,Non-Transient non-community system,NEIGHBORHOOD CHURCH,Private
CA1600002,Community water system,EL DORADO MOBILE PARK,Private
CA1600004,Community water system,FOUR SEASONS MOBILE HOME PARK,Private
CA1600010,Community water system,LACEY COURTS MHP,Private
CA1600014,Non-Transient non-community system,KIT CARSON ELEM SCHOOL,Local government
CA1600015,Non-Transient non-community system,KINGS RIVER HARDWICK SCHOOL,Local government
CA1600239,Transient non-community system,VIDAURRI - ADOBE HACIENDA,Private
CA1600240,Transient non-community system,RUBALCAVA WATER SYSTEM,Private
CA5800921,Transient non-community system,BISHOP S PUMPKIN FARM,Private
CA5800923,Transient non-community system,MARYSVILLE FLEA MARKET,Private
CA0300078,Community water system,IONE BAND OF MIWOK INDIANS,Private
CA0300011,Community water system,MELODY OAKS TRAILER PARK,Private
CA0300016,Community water system,VOLCANO COMMUNITY SERVICE DIST,Local government
CA1600017,Non-Transient non-community system,ISLAND UNION SCHOOL,Local government
CA1600022,Non-Transient non-community system,"WESTSIDE HARVESTING, LLC",Private
CA1600031,Community water system,LEMOORE MOBILE HOME PARK,Private
CA1600032,Transient non-community system,KINGS REST MOTEL,Private
CA1600023,Community water system,AZCAL MANAGEMENT CO,Private
CA4500140,Transient non-community system,MCGEE'S CORNER SALOON,Private
CA4500149,Non-Transient non-community system,REDDING TRAVEL CENTER,Private
CA4500155,Transient non-community system,SHINGLE SHACK,Private
CA4500160,Non-Transient non-community system,PACHECO ELEMENTARY SCHOOL,Local government
CA4500190,Non-Transient non-community system,OAK RUN ELEMENTARY SCHOOL,Local government
CA4500191,Non-Transient non-community system,SIERRA PACIFIC IND - ANDERSON,Private
CA4500161,Non-Transient non-community system,PRAIRIE ELEMENTARY SCHOOL,Local government
CA4500162,Non-Transient non-community system,INDIAN SPRINGS SCHOOL,Local government
CA4500163,Non-Transient non-community system,JUNCTION SCHOOL DISTRICT,Local government
CA4500167,Transient non-community system,AUCTION MART SNACK BAR,Private
CA4500180,Non-Transient non-community system,MILLVILLE ELEMENTARY SCHOOL,Local government
CA4500181,Non-Transient non-community system,WHITMORE UNION ELEM SCHOOL,Local government
CA4500183,Non-Transient non-community system,BLACK BUTTE ELEMENTARY SCHOOL,Local government
CA4500184,Transient non-community system,SUGARLOAF COTTAGES,Private
CA4500186,Non-Transient non-community system,CANYON ELEMENTARY SCHOOL,Local government
CA4500193,Non-Transient non-community system,VERDE VALE ELEMENTARY SCHOOL,Local government
CA4500194,Community water system,VILLAGE GREEN,Private
CA4500195,Community water system,STARLITE PINES MUTUAL WATER CO INC,Private
CA2100508,Community water system,MUIR BEACH COMMUNITY,Local government
CA3010010,Community water system,CITY OF FULLERTON,Local government
CA4300856,Community water system,"SPRING VALLEY HEIGHTS ASSOCIATION, INC.",Private
CA3301114,Community water system,CHERRY VALLEY WATER COMPANY,Private
CA1502659,Community water system,OWENS PEAK SOUTH,Private
CA5610063,Community water system,CAMROSA WATER DISTRICT,Local government
CA4901068,Non-Transient non-community system,MAGNOLIA DRIVE WINE FACILITY,Private
CA2400231,Non-Transient non-community system,"John B. Sanfilippo & Son, Inc.",Private
CA2400248,Non-Transient non-community system,Yosemite Valley Beef Packing Co Inc,Private
CA4500106,Community water system,RIO VISTA MOBILEHOME ESTATES,Private
CA3010055,Community water system,SOUTH COAST WD - CAPISTRANO BEACH,Local government
CA3010042,Community water system,SOUTH COAST WD - SOUTH COAST,Local government
CA3010071,Community water system,JOINT REGIONAL WATER SUPPLY SYSTEM,Local government
CA2000749,Transient non-community system,BUCK RIDGE HENSLEY LAKE,Federal government
CA2000195,Transient non-community system,HIDDEN VIEW  HENSLEY LAKE,Federal government
CA1502622,Community water system,GOSFORD ROAD WATER COMPANY,Private
CA4901351,Transient non-community system,CARLISLE WINERY,Private
CA4300993,Non-Transient non-community system,Z BEST PRODUCTS,Private
CA1300679,Non-Transient non-community system,HUDSON RANCH POWER I LLC,Private
CA2210934,Transient non-community system,OUTWARD BOUND CALIFORNIA,Private
CA5500115,Community water system,SUGAR PINE RV PARK,Private
CA1000217,Non-Transient non-community system,CENTRAL HIGH SCHOOL WEST,Local government
CA1000207,Non-Transient non-community system,WESTERN ART CENTER,Local government
CA1000206,Non-Transient non-community system,HOUGHTON-KEARNEY SCHOOL,Local government
CA4900580,Community water system,SONOMA MOUNTAIN COUNTY WATER DISTRICT,Local government
CA2300645,Transient non-community system,SHORELINE COTTAGES,Private
CA1200681,Non-Transient non-community system,CUDDEBACK GRAMMAR SCHOOL,Local government
CA1910073,Community water system,"LOMITA-CITY, WATER DEPT.",Local government
CA1000319,Transient non-community system,HUNTINGTON LAKE RESORT,Private
CA1000182,Non-Transient non-community system,BURREL UNION ELEMENTARY SCHOOL,Private
CA4901236,Non-Transient non-community system,"VINO FARMS, INC. - PRESTON RANCH",Private
CA4901161,Non-Transient non-community system,"VINO FARMS, INC. - WASSON RANCH",Private
CA4900584,Community water system,TIMBER COVE COUNTY WATER DISTRICT,Local government
CA1210022,Community water system,RESORT IMPRVMT. DIST. #1,Local government
CA1210011,Community water system,REDWAY C.S.D.,Local government
CA1500349,Community water system,STOCKDALE MUTUAL WATER CO.,Private
CA4600056,Community water system,"SIERRA CITY WATER WORKS, INC.",Private
CA5400696,Transient non-community system,ARMY CORPS ENGS-NORTH  CAMP 4-2,Federal government
