Regulating_agency,County,SystemID,System_Name,System_Type,Institution_type,Connections,Population,Inactivation_Date,Activity_date_from_tool,Date_combined,Receiving_Water_System,Receiving_System_ID,Receiving_System_Institution_Type,Issue_SWRCB,Issue_summary,Issue_capacity,Issue_quality,Issue_TMF,Issue_disaster,Issue_sustainability,Funding_Source,Consolidation_Type,Physical_or_Mangerial,Mandatory_or_voluntary,Story_link,long,lat,Data_source,Notes,Notes_Suzanne,Remove?,2016_proxydata_pop_con_type_county,Number_systems_involved,Unique_project,Consolidatedsystem_primary_source_combined,EPA_2021_source,Consolidatedsystem_primary_source_combinedFINAL,Receiving_2021_source,Receiving_2021_pop,Receiving_2021_systemtype,Distance(m),Prox_ord,CES_Receiving_Polygon,DistNote,Percent.renter.consolidated,Percent.owner.consolidated,Percent.white.consolidated,Percent.black.consolidated,Percent.asian.consolidated,Percent.native.consolidated,Percent.PI.consolidated,Percent.hispanicorlatino.consolidated,MHI.consolidated,Percent.renter.receiving,Percent.owner.receiving,Percent.white.receiving,Percent.black.receiving,Percent.asian.receiving,Percent.native.receiving,Percent.PI.receiving,Percent.hispanicorlatino.receiving,MHI.receiving
LPA61 - PLACER COUNTY,PLACER,CA3103257,LDS RECREATION BALL PARK,NC,Private (other),1,25,12/5/18,NA,18-Dec,Placer County Water Agency,CA3110025,Special Act District,Bacteriological,Quality,0,1,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-121.1672176,38.83324,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,83546,Community water system,NA,NA,NA,NA,20.63273728,79.36726272,69.90291262,4.178978472,0.126635711,2.279442803,0,15.7450401,206106,28.55082493,71.44917507,70.24943418,1.721729148,9.411516216,0.270894351,0.128179876,12.6890421,NA
DISTRICT 02 - LASSEN,PLACER,CA3110033,Castle city mobile home park,C,MHP,201,280,21-Sep,NA,21-Sep,Placer County Water Agency,CA3110025,Special Act District,NA,NA,NA,NA,NA,NA,NA,NA,Voluntary Consolidation,Physical,Voluntary,NA,NA,NA,OTHER,I think is just too recent to be on list and will be added. Press release here: https://www.waterboards.ca.gov/press_room/press_releases/2021/pcwa-swb-joint-release-9.23.21-FINAL-pcwa.pdf,"Yes, will be added to map next q",No,No,2,Yes,SWP,SWP,SWP,SW,83546,Community water system,111.1440107,2,1,NA,2.605863192,97.39413681,82.2761194,0,2.985074627,0,0,6.156716418,NA,28.55082493,71.44917507,70.24943418,1.721729148,9.411516216,0.270894351,0.128179876,12.6890421,NA
District 19 - Tehachapi,KERN,CA1502724,QUAIL VALLEY WATER DIST-EASTSIDE SYSTEM,C,Water District,28,75,9/1/18,Aug.2018,18-Sep,QVWD-West & East Combine Water System,CA1503226,Water District,Arsenic,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-118.3229383,35.17014162,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,207,Community water system,1761.618932,4,NA,NA,14.80144404,85.19855596,65.0671785,0.19193858,0.575815739,0,0,22.26487524,44201,14.92334969,85.07665031,65.37994561,0.187896248,0.62698547,0,0,22.09230855,44473.49291
LPA64 - SACRAMENTO COUNTY,SACRAMENTO,CA3400359,HAMILTON STREET PARK,NC,Recreation and park district,4,100,6/1/17,NA,17-Jun,Sacramento Suburban Water District,CA3410001,County Water District,TCR,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.366305,38.653173,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SWP,184385,Community water system,NA,NA,NA,NA,34.48275862,65.51724138,58.91472868,3.986710963,1.218161683,1.439645626,0,30.34330011,77361,52.12673248,47.87326752,52.74768798,9.487874807,10.0132405,0.339023024,0.417723611,21.27713153,NA
DISTRICT 22- ANGELES,LOS ANGELES,CA1910141,RURBAN HOMES MUTUAL WATER CO.,C,MWC,304,1200,9/24/19,NA,19-Sep,San Gabriel Valley Water Co. -El Monte/Whittier,CA1910039,IOU,waterworks standard,TMF Capacity,0,0,1,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-118.004674,34.091739,Both,"I'm not entirely clear what ""waterworks standard"" means in the issue summary but I think TMF makes sense",NA,No,No,2,Yes,GW,NA,GW,GW,254000,Community water system,84.33895787,2,NA,NA,43.23144105,56.76855895,3.338102051,0,35.81306629,0,2.050548402,58.79828326,67353,39.23031224,60.76968776,5.789666033,0.889229958,25.35756686,0.194776982,0.282145403,66.67528225,NA
DISTRICT 17 - SANTA CLARA,SANTA CLARA,CA4300504,ARROWHEAD COOPERATIVE COMPANY,C,IOU,39,109,8/26/19,NA,19-Aug,San Jose Water Company,CA4310011,IOU,Monitoring & Reporting,TMF Capacity,0,0,1,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-122.0537117,37.2880083,Both,NA,NA,No,No,2,Yes,SWP,NA,SWP,SW,1007514,Community water system,164.1521582,2,NA,NA,24.33566434,75.66433566,13.74329344,0,79.94222039,0,0,0,250001,43.03892573,56.96107427,29.25530514,2.563329011,33.90600544,0.14397794,0.424178339,29.97543052,NA
DISTRICT 05 - MONTEREY,SANTA CRUZ,CA4410015,SLVWD-LOMPICO,C,County Water District,500,0,8/23/18,NA,18-Aug,San Lorenzo Valley Water District,CA4410014,County Water District,historic HAA5 violations & source capacity issues,Multiple,1,1,0,0,0,SWRCB-drought intertie,Voluntary Consolidation,Physical,Voluntary,NA,-122.0479782,37.1112697,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,21145,Community water system,992.374322,2,NA,NA,16.11764706,83.88235294,74.90676612,1.491742142,2.930207778,0,0,11.08151305,102845,26.16396841,73.83603159,80.11329831,0.578858111,1.302412706,0.35767532,0.31001803,12.79864838,107090.518
LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,CA4000726,TANK FARM INDUSTRIAL PLAZA,NTNC,Private (other),1,35,9/20/20,NA,20-Sep,SAN LUIS OBISPO WATER DEPT,CA4010009,City,"PFAS, TCE",Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.645319,35.245819,Both,Water partnerships tool data says none for issues,NA,No,No,3,SLOindustrial,GW,NA,GW,SW,45920,Community water system,297.1578983,2,NA,NA,37.79904306,62.20095694,83.13891835,0,4.400848356,0,0,12.14209968,95722,65.71459015,34.28540985,68.73615974,2.54276409,5.517360567,0.187831755,0.02589527,19.09405512,NA
LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,CA4000728,WHITSON INDUSTRIAL PARK,NTNC,Private (other),1,75,9/24/20,NA,20-Sep,SAN LUIS OBISPO WATER DEPT,CA4010009,City,"PFAS, TCE",Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.664865,35.245778,Both,Water partnerships tool data says none for issues,NA,No,No,3,SLOindustrial,GW,NA,GW,SW,45920,Community water system,400.2117127,1,NA,NA,37.79904306,62.20095694,83.13891835,0,4.400848356,0,0,12.14209968,95722,65.71459015,34.28540985,68.73615974,2.54276409,5.517360567,0.187831755,0.02589527,19.09405512,NA
LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,CA4000711,SAN LUIS BUSINESS PARK,NTNC,Private (other),1,500,5/19/21,NA,21-May,SAN LUIS OBISPO WATER DEPT,CA4010009,City,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.676328,35.241613,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,45920,Community water system,35.09123964,1,NA,NA,27.25060827,72.74939173,85.30066815,0,2.004454343,0,0,11.80400891,106830,65.71459015,34.28540985,68.73615974,2.54276409,5.517360567,0.187831755,0.02589527,19.09405512,NA
DISTRICT 08 - SANTA ANA,ORANGE,CA3000852,RANCHO MISSION VIEJO,C,Private (other),17,25,1/6/20,NA,20-Jan,SANTA MARGARITA WATER DISTRICT,CA3010101,Water District,Nitrate,Quality,0,1,0,0,0,Self-funded,Voluntary Consolidation,Physical,Voluntary,NA,-117.6260983,33.5212917,Both,"Issues in state partnerships tool is ""none""",NA,No,No,2,Yes,GW,NA,GW,SWP,161264,Community water system,NA,NA,NA,NA,0,100,39.84063745,0,42.62948207,0,0,7.171314741,135962,22.11300215,77.88699785,65.24571811,1.422192848,12.13568989,0.190202368,0.110265181,15.62804284,NA
LPA72 - SANTA BARBARA COUNTY,SANTA BARBARA,CA4200959,CENTRAL CITY COOLING,NTNC,Private (other),3,40,1/10/20,NA,20-Jan,SANTA MARIA WATER DEPARTMENT,CA4210011,City,Nitrate,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.3989842,34.9251593,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SWP,107407,Community water system,1732.861841,1,NA,NA,20.26666667,79.73333333,55.52677029,0.604490501,0,0,0,43.69602763,113015,51.86449618,48.13550382,15.27148557,1.26505088,4.025324316,0.141367717,0.013428917,77.44184159,NA
LPA46 - KINGS COUNTY,KINGS,CA1600008,CENTRAL UNION ELEMENTARY,NTNC,School,10,320,4/2/21,NA,21-Apr,Santa Rosa Rancheria water system (Tachi Yokut Tribe),90600148,Tribal,ARSENIC,Quality,0,1,0,0,0,Other,Voluntary Consolidation,Physical,Voluntary,http://p2cdn4static.sharpschool.com/UserFiles/Servers/Server_4550549/File/SchoolBoard/Minutes/2020-21/011121%20Minutes%20Packet.pdf,-119.780279,36.243371,Both,In partnership tool data the funding source is listed as private,NA,No,No,2,Yes,GW,NA,GW,NA,NA,NA,NA,NA,NA,NA,53.11778291,46.88221709,21.27900396,0.169779287,2.433503113,37.46462932,0,38.14374646,53882,NA,NA,NA,NA,NA,NA,NA,NA,NA
LPA64 - SACRAMENTO COUNTY,SACRAMENTO,CA3400412,SACRAMENTO SIKH SOCIETY,NC,Private (other),2,300,1/31/21,NA,21-Jan,SCWA LAGUNA/VINEYARD,CA3410029,Special Act District,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.335344,38.479502,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,172666,Community water system,442.4884235,1,NA,NA,24.76489028,75.23510972,42.01183432,8.375056896,25.80791989,0,5.553026855,8.375056896,86875,27.9251068,72.0748932,28.36320793,10.54010477,32.78183371,0.267700719,1.765511565,19.84422952,NA
DISTRICT 18 - SONOMA,SONOMA,CA4900676,SEQUOIA GARDENS MOBILE HOME PARK,C,MHP,192,300,NA,16-Aug,16-Aug,"SEBASTOPOL, CITY OF",CA4910011,City,Arsenic,Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/city_of_santa_rosa.pdf,-122.772047,38.444094,Tool,NA,NA,No,No,2,Yes,GW,NA,GW,GW,7786,Community water system,5216.770365,27,NA,NA,36.84210526,63.15789474,90.12605042,0,6.512605042,0,0,3.361344538,43036,46.42210546,53.57789454,76.79940832,2.591185372,3.606423066,0,0.118166297,12.212327,NA
DISTRICT 24 - TULARE,TULARE,CA5402039,SEVILLE FOOD MART,NC,Private (other),2,100,10/18/21,NA,21-Oct,SEVILLE WATER CO,CA5400550,CSD,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,NA,NA,Excel Dec 2021 update,2020 CSD took over ownership of system from BOS,NA,No,No,2,Yes,GW,NA,GW,GW,691,Community water system,0,1,1,NA,72.46376812,27.53623188,8.482142857,0,0,0,0,87.38839286,54403,69.98407578,30.01592422,11.20437062,0.466553626,0.210277691,0,0.630833072,83.60371712,51723.44231
DISTRICT 02 - LASSEN,SHASTA,CA4500001,"SHASTA CSA - KESWICK, #25",C,CSA,87,208,11/22/19,NA,19-Nov,Shasta CSD,CA4510013,CSD,Carr Fire Impacts,Disaster,0,0,0,1,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-122.3958892,40.5806173,Both,Excel data says managerial consolidaiton I'm not sure still but the systems are physically close to eachother and their website doesn't seem to indicate any separation between the two systems so leaving at physical for now,NA,No,No,2,Yes,SW,NA,SW,SW,1584,Community water system,3139.324021,3,NA,3,25.38631347,74.61368653,91.63214582,0.248550124,1.242750621,0.497100249,0,3.728251864,42583,15.53370794,84.46629206,75.64054707,1.454646854,9.080415801,4.48377311,0.016714171,3.667028159,94270.76847
DISTRICT 18 - SONOMA,SONOMA,CA4901195,MOORLAND AVENUE APARTMENTS,C,Private (other),4,64,NA,16-Aug,16-Aug,SONOMA COUNTY CSA 41-FITCH MOUNTAIN,CA4910010,CSA,Arsenic,Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/city_of_santa_rosa.pdf,-122.716746,38.399821,Tool,NA,NA,No,No,2,Yes,GW,NA,GW,GWP,1115,Community water system,NA,NA,NA,Not in top 50,74.40699126,25.59300874,16.52569941,0,1.073519844,0,0,80.80676643,75925,29.90151782,70.09848218,72.33194023,0.324869574,0.217084307,0,0,24.0480305,90718.0735
DISTRICT 18 - SONOMA,SONOMA,CA4910202,SONOMA DEVELOPMENTAL CENTER,C,State,71,123,10/1/19,NA,19-Oct,Sonoma County Water Agency,CA4910020,Special Act District,"disinfection byproducts, HAA5",Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-122.5192313,38.347162,Both,Excel data said disinfection byproduct for issue whereas partnership tool data said HAA5. Also excel data listed existing intertie for the funding mechanism,NA,No,No,2,Yes,SW,NA,SW,GW,0,Community water system,NA,NA,NA,NA,43.66197183,56.33802817,67.31757451,0.822199383,0.924974306,1.541623844,0,12.94964029,144219,NA,NA,NA,NA,NA,NA,NA,NA,NA
DISTRICT 18 - SONOMA,SONOMA,CA4900855,WEST FIELD COMMUNITY,C,MHP,29,75,NA,16-Aug,16-Aug,"SONOMA, CITY OF",CA4910012,City,Arsenic,Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/city_of_santa_rosa.pdf,-122.714815,38.39102,Tool,NA,NA,No,No,2,Yes,GW,NA,GW,GW,11923,Community water system,NA,NA,NA,Not in top 50,49.46996466,50.53003534,52.67015707,3.769633508,0,0,0,41.46596859,67642,39.61258554,60.38741446,78.71400009,0.83625391,2.388221198,0,6.25E-04,15.79506664,NA
DISTRICT 08 - SANTA ANA,ORANGE,CA3010055,SOUTH COAST WD - CAPISTRANO BEACH,C,County Water District,5570,17503,8/20/19,NA,19-Aug,South Coast Water District,CA3010042,County Water District,Reduce Administrative Cost/Administrative burden,Sustainability,0,0,0,0,1,Private,Voluntary Consolidation,Physical,Voluntary,NA,-117.7413505,33.5059068,Both,NA,NA,No,No,2,Yes,SWP,NA,SWP,SWP,34232,Community water system,NA,NA,NA,NA,10.86519115,89.13480885,90.12096774,2.116935484,0,0,2.318548387,2.822580645,101776,31.26724317,68.73275683,78.57738843,2.515496194,3.570674172,0.373521447,0,10.9199983,NA
LPA39- El Dorado County,EL DORADO,CA0900636,TRUCKEE CREEK COTTAGES,NC,Private (other),30,6,8/9/17,NA,17-Aug,South Tahoe PUD,CA0910002,PUD,Coliform,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.9949282,38.9222135,Both,"Rather than Coliform as the issue the yearly excel sheet has ""none"" listed",NA,No,No,3,Yes,GW,NA,GW,GW,121124,Community water system,NA,NA,NA,NA,13.90977444,86.09022556,89.40936864,0,10.59063136,0,0,0,58269,47.8509102,52.1490898,65.39620759,0.625923604,5.230386207,0.120785948,0.077258007,25.02856628,NA
LPA39- El Dorado County,EL DORADO,CA0900548,MARK TWAIN MOTEL,NC,Private (other),21,25,8/9/17,NA,17-Aug,South Tahoe PUD,CA0910019,PA,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.9463988,38.9565733,Both,NA,NA,No,No,3,Yes,GW,NA,GW,SW,1554,Community water system,139.5088374,1,1,NA,77.08333333,22.91666667,59.51086957,0,0,0,0,40.48913043,32885,77.08333333,22.91666667,59.51086957,0,0,0,0,40.48913043,32885
LPA39- El Dorado County,EL DORADO,CA0900555,MATTERHORN INN,C,Private (other),2,40,11/27/17,NA,17-Nov,South Tahoe PUD,CA0910002,PUD,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.99845,38.917605,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,121124,Community water system,33.66398549,2,1,NA,35.71428571,64.28571429,58.97832817,3.250773994,3.715170279,0,0,27.55417957,33704,47.8509102,52.1490898,65.39620759,0.625923604,5.230386207,0.120785948,0.077258007,25.02856628,NA
LPA39- El Dorado County,EL DORADO,CA0900586,A & A LAKE TAHOE INN,NC,Private (other),2,25,10/16/18,NA,18-Oct,South Tahoe PUD,CA0910002,PUD,Bacteriological,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.963042,38.946206,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,121124,Community water system,NA,NA,NA,NA,42.4,57.6,32.82442748,0,5.234460196,0,0,57.57906216,56222,47.8509102,52.1490898,65.39620759,0.625923604,5.230386207,0.120785948,0.077258007,25.02856628,NA
LPA39- El Dorado County,EL DORADO,CA0900666,SIESTA ARMS APARTMENTS,SSWS,Private (other),1,21,10/23/18,NA,18-Oct,South Tahoe PUD,CA0910002,PUD,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.9609658,38.9438742,Both,excel data said NP as system type,NA,No,No,2,Yes,NA,NA,GW,GW,121124,Community water system,NA,NA,NA,NA,42.4,57.6,32.82442748,0,5.234460196,0,0,57.57906216,56222,47.8509102,52.1490898,65.39620759,0.625923604,5.230386207,0.120785948,0.077258007,25.02856628,NA
LPA39- El Dorado County,EL DORADO,CA0900673,DRIFTWOOD APTS.,C,Private (other),1,40,11/6/18,NA,18-Nov,South Tahoe PUD,CA0910002,PUD,"Uranium, gross alpha",Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.94738,38.951032,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,121124,Community water system,NA,NA,NA,NA,68.80952381,31.19047619,39.01420217,0.250626566,46.53299916,0,0,9.523809524,45769,47.8509102,52.1490898,65.39620759,0.625923604,5.230386207,0.120785948,0.077258007,25.02856628,NA
LPA39- El Dorado County,EL DORADO,CA0900646,AL TAHOE ELEM/STMS (WATER SYS),NTNC,School,6,1300,9/30/20,Sep.2020,20-Sep,South Tahoe PUD,CA0910002,PUD,"1,2,3-TCP; Nitrate; RTCR; Monitoring & Reporting",Multiple,0,1,1,0,0,DWR grant,Voluntary Consolidation,Physical,Voluntary,NA,-119.9752658,38.9347737,Both,"Shows up twice in excel in 2019 and 2020, issues listed in the 2019 and 2020 listings (but are different, addd all here) listed as none for issues in partnership data. Sep 2020 date retained since it matches partnership data. G",NA,No,No,2,Yes,GW,NA,GW,GW,121124,Community water system,NA,NA,NA,NA,67.74193548,32.25806452,57.88113695,0,0,2.325581395,0,35.7881137,63315,47.8509102,52.1490898,65.39620759,0.625923604,5.230386207,0.120785948,0.077258007,25.02856628,NA
LPA39- El Dorado County,EL DORADO,CA0900579,MIDWAY INN,NC,Private (other),2,40,10/30/20,NA,20-Oct,South Tahoe PUD - Main,CA0910002,PUD,"Arsenic, Management issues, failure to sample, TCR",Multiple,0,1,1,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.9483818,38.9518667,Both,"Shows up in 2019 and 2020 excel, in 2019 lists TCR issues and in partnership tool that is also what is listed. Other issues come from 2019 sheet.",NA,No,No,2,Yes,GW,NA,GW,GW,121124,Community water system,0,1,1,NA,96.8503937,3.149606299,19.57773512,0,22.6487524,0,0,52.7831094,NA,47.8509102,52.1490898,65.39620759,0.625923604,5.230386207,0.120785948,0.077258007,25.02856628,NA
LPA39 - EL DORADO COUNTY,EL DORADO,CA0900581,NATIONAL 9,NC,Private (other),2,63,10/15/21,NA,21-Oct,SOUTH TAHOE PUD - MAIN,CA0910002,PUD,LACK OF SECONDARY WATER SOURCE,Sustainability,0,0,0,0,1,Private,Voluntary Consolidation,Physical,Voluntary,NA,NA,NA,Excel Dec 2021 update,NA,NA,No,No,2,Yes,GW,NA,GW,GW,121124,Community water system,0,1,NA,"Not in top 25 of CES set (up to 13,000 meters)",96.8503937,3.149606299,19.57773512,0,22.6487524,0,0,52.7831094,NA,47.8509102,52.1490898,65.39620759,0.625923604,5.230386207,0.120785948,0.077258007,25.02856628,NA
LPA58 - NAPA COUNTY,NAPA,CA2801045,ST. CLEMENT VINEYARDS INC.,NC,Private (other),1,100,9/16/19,NA,19-Sep,"St. Helena, City of",CA2810004,City,"bacteriological, monitoring",Multiple,0,1,1,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-122.410826,38.487184,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,6152,Community water system,2770.124538,4,NA,3,19.84435798,80.15564202,45.16556291,0,0,0,0,40.39735099,137250,32.23726953,67.76273047,75.21781765,1.269750892,2.040173575,0.197536358,0,20.44061465,110766.973
LPA61 - PLACER COUNTY,PLACER,CA3100029,Timberland tract water company,C,IOU,127,200,NA,2-Jan-18,18-Jan,Tahoe City PUD,CA3100029,PUD,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,"This I found in my own research for CWS paper, acquired by PUD in 2018. System ID number doesn't change","No records of change in ECM, would need to email LPA",No,No,NA,Yes,GW,GW,GW,GW,200,Community water system,NA,NA,NA,NA,12.19512195,87.80487805,100,0,0,0,0,0,NA,12.19512195,87.80487805,100,0,0,0,0,0,NA
NA,PLACER,CA3110043,MADDEN CREEK WATER COMPANY,C,MWC,166,300,18-Jan,NA,18-Jan,TAHOE CITY PUD - MADDEN CREEK,CA3110043,PUD,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Additional cases,https://www.tcpud.org/maddencreek,"Maybe this should be physical not mangerial, but there is no inactive Madden Creek WC, so it seems like that's what happened (not in ECM docs)",No,Yes,NA,Yes,NA,GW,GW,GW,300,Community water system,7878.382797,14,NA,NA,24.13793103,75.86206897,91.59891599,0,0.406504065,0,0,5.420054201,111216,11.21049967,88.78950033,95.82997932,0,4.170020682,0,0,0,100004.7182
NA,PLACER,CA3110013,TAHOE CEDARS WATER COMPANY,C,IOU,1161,2775,NA,NA,18-Jan,TAHOE CITY PUD - TAHOE CEDARS,CA3110013,PUD,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Additional cases,https://www.tcpud.org/sites/default/files/documents/Water/Tahoe%20Cedars%20CCR%202017%20(FINAL).pdf,"No records of change in ECM, would need to email district",No,Yes,NA,Yes,NA,GW,GW,GW,793,Community water system,NA,NA,NA,NA,18.38235294,81.61764706,93.39339339,0,6.606606607,0,0,0,64722,44.30275686,55.69724314,85.70951949,0,1.688277137,7.528648042,0,0.01118854,72063.28999
DISTRICT 18 - SONOMA,SONOMA,CA4901311,MARK WEST NEIGHBORHOOD CHURCH,NC,Private (other),3,60,10/18/18,NA,18-Oct,Town of Windsor,CA4910017,City,E. coli in source,Quality,0,1,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-122.778232,38.523685,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,28397,Community water system,NA,NA,NA,NA,13.79310345,86.20689655,62.46105919,0,3.816199377,0,0.856697819,27.41433022,40294,24.90399624,75.09600376,57.115943,0.476093305,2.027364283,0.861351067,0.218443523,35.38515075,NA
District 09- Sacramento,NEVADA,CA2905004,CALTRANS - DONNER PASS VIS,NTNC,State,1,125,9/28/18,NA,18-Sep,Truckee Donner PUD,CA2910003,PUD,None,None,0,0,0,0,0,Cal-Trans,Voluntary Consolidation,Physical,Voluntary,NA,-120.13248,39.362281,Both,Changed system type to match partnership tool. Was NC in excel,NA,No,No,2,Yes,GW,NA,GW,GW,36730,Community water system,NA,NA,NA,NA,5.859375,94.140625,93.66602687,0,1.151631478,0,0,5.182341651,123365,20.57498404,79.42501596,81.67285497,0,1.224343962,0,0.469042827,13.98707652,NA
District 19 - Tehachapi,KERN,CA1502664,STONYBROOK CORPORATION - LA PAZ,NTNC,Private (other),36,1,1/19/18,NA,18-Jan,UP-Keene Water System,CA1500371,IOU,Bacteriological,Quality,0,1,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-118.559778,35.229808,Both,NA,NA,No,No,2,Yes,GWP,NA,GWP,GWP,208,Community water system,NA,NA,NA,NA,20.50632911,79.49367089,79.91803279,0,3.005464481,0,0,14.07103825,56953,NA,NA,NA,NA,NA,NA,NA,NA,NA
District 23 - Fresno,FRESNO,CA1000285,WASHINGTON COLONY SCHOOL,NTNC,School,12,550,6/28/19,NA,19-Jun,East Authority JPA,CA1000221,JPA,"Gross Alpha, 123-TCP",Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/easton_jpa.pdf,-119.7885131,36.649475,Both,Web tool partnership data says none for issues but year downloaded sheets list gross alpha and 123TCP,NA,No,No,2,Yes,GW,NA,GW,GW,1000,Non-Transient non-community system,231.371916,5,NA,Delt with name issue - they switched when they consolidated,34.84419263,65.15580737,34.41108545,0,0.461893764,0,0,64.28021555,76422,34.84419263,65.15580737,34.41108545,0,0.461893764,0,0,64.28021555,76422
LPA56 - MONO COUNTY,MONO,CA2600633,WHITMORE POOL,NC,City,1,50,3/13/19,NA,19-Mar,Whitmore Ballfields,CA2600540,City,Bacteriological,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-118.81187,37.630097,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,30,Transient non-community system,NA,NA,NA,NA,22.85012285,77.14987715,62.02623907,0,2.259475219,0,0,35.71428571,70781,NA,NA,NA,NA,NA,NA,NA,NA,NA
DISTRICT 18 - SONOMA,SONOMA,CA4901387,SONOMA CUTRER,NC,Private (other),4,40,1/8/21,NA,21-Jan,"WINDSOR, TOWN OF",CA4910017,City,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-122.832536,38.498683,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,28397,Community water system,3198.658065,10,NA,NA,26.4604811,73.5395189,73.71428571,0.19047619,0.19047619,10.95238095,0,14.95238095,103482,24.90399624,75.09600376,57.115943,0.476093305,2.027364283,0.861351067,0.218443523,35.38515075,NA
District 11 - Merced,MARIPOSA,CA2210518,YOSEMITE NPS - VERNAL FALLS,NC,Federal,2,3000,7/17/18,NA,18-Jul,YNP - Yosemite Valley,CA2210503,Federal,None,None,0,0,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-119.3679494,37.86923614,Both,System type in yearly excel sheets listed at TNC,NA,No,No,2,Yes,SW,NA,SW,GW,1000,Community water system,21445.89801,2,NA,NA,71.73913043,28.26086957,70.83333333,6.770833333,3.90625,0,0,17.44791667,44773,71.73913043,28.26086957,70.83333333,6.770833333,3.90625,0,0,17.44791667,44773
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,2,2,2,2,16,12,12,12,12,12,12,12,12,130
