Regulating_agency,County,SystemID,System_Name,System_Type,Institution_type,Connections,Population,Inactivation_Date,Activity_date_from_tool,Date_combined,Receiving_Water_System,Receiving_System_ID,Receiving_System_Institution_Type,Issue_SWRCB,Issue_summary,Issue_capacity,Issue_quality,Issue_TMF,Issue_disaster,Issue_sustainability,Funding_Source,Consolidation_Type,Physical_or_Mangerial,Mandatory_or_voluntary,Story_link,long,lat,Data_source,Consolidatedsystem_primary_source_combinedFINAL,Receiving_2021_source,Receiving_2021_pop,Percent.renter.consolidated,Percent.owner.consolidated,Percent.white.consolidated,Percent.black.consolidated,Percent.asian.consolidated,Percent.native.consolidated,Percent.PI.consolidated,Percent.hispanicorlatino.consolidated,MHI.consolidated,Percent.renter.receiving,Percent.owner.receiving,Percent.white.receiving,Percent.black.receiving,Percent.asian.receiving,Percent.native.receiving,Percent.PI.receiving,Percent.hispanicorlatino.receiving,MHI.receiving
DISTRICT 03 - MENDOCINO,LAKE,CA1700563,Lake County CSA 22 - Mount Hannah^,C,CSA,39,95,8/18/18,Aug.2018,Aug-18,Cobb Area County Water District,CA1710012,County Water District,Valley Fire impacted,Disaster,0,0,0,1,0,TA/SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/docs/Cobb_story.pdf,-122.729131,38.88741,Both,GW,GW,3308,14.692982456140353,85.30701754385966,89.53488372093024,1.9767441860465116,0,0,0,3.953488372093023,52287,15.972040261143105,84.02795973885688,91.13516217294618,0.026403659913082238,0,9.304535147841106e-6,0,8.838362056993319,116550.16980350295
DISTRICT 03 - MENDOCINO,LAKE,CA1700574,Lake County CSA 18 - Starview^,C,CSA,64,172,8/18/18,Aug.2018,Aug-18,Cobb Area County Water District,CA1710012,County Water District,Valley Fire impacted,Disaster,0,0,0,1,0,TA/SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/docs/Cobb_story.pdf,-122.701879,38.817775,Both,GW,GW,3308,9.49367088607595,90.50632911392405,90.61135371179039,1.0917030567685588,0,0.8733624454148471,0,1.5283842794759825,45804,15.972040261143105,84.02795973885688,91.13516217294618,0.026403659913082238,0,9.304535147841106e-6,0,8.838362056993319,116550.16980350295
DISTRICT 03 - MENDOCINO,LAKE,CA1700552,Hill Nine and Ten*,C,MWC,17,50,8/18/18,Aug.2018,Aug-18,Cobb Area County Water District,CA1710012,County Water District,"Valley Fire impacted, storage and source capacity",Multiple,1,0,0,1,0,TA/SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/docs/Cobb_story.pdf,-122.7519933,38.905975,Both,GW,GW,3308,14.692982456140353,85.30701754385966,89.53488372093024,1.9767441860465116,0,0,0,3.953488372093023,52287,15.972040261143105,84.02795973885688,91.13516217294618,0.026403659913082238,0,9.304535147841106e-6,0,8.838362056993319,116550.16980350295
LPA43 - Imperial County,IMPERIAL,CA1300611,SHUEY SHELL CANYON WATER CO.,NC,Private (other),19,25,3/28/17,NA,Mar-17,Ocotillo Mutual Water Company,CA1300513,MWC,water outage,Capacity,0,0,0,1,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-115.994552,32.737041,Both,NA,GW,150,30.501930501930502,69.4980694980695,10.766002098635887,17.96432318992655,1.993704092339979,0.944386149003148,0.3777544596012592,66.16998950682057,42011,30.50193050193051,69.4980694980695,10.766002098635887,17.96432318992655,1.9937040923399794,0.944386149003148,0.37775445960125925,66.16998950682057,42011.00000000001
DISTRICT 24 - TULARE,TULARE,CA5400570,CHINOWTH APARTMENTS,C,Private (other),10,28,4/1/17,Mar.2017,Apr-17,CWS-Visalia,CA5410016,IOU,Water Outage,Capacity,0,0,0,1,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.334984,36.325368,Both,GW,GW,141165,95.94594594594594,4.054054054054054,33.68580060422961,5.53877139979859,1.7119838872104733,1.3595166163141994,0,50.85599194360524,31616,41.99883823916751,58.00116176083249,37.370552626165775,2.2082710587817758,5.697828744759675,0.4194606577459227,0.03493690348225177,52.60374601789215,NA
DISTRICT 24 - TULARE,TULARE,CA5400966,WESTLAKE VILLAGE MHP,C,MHP,137,350,2/15/17,NA,Feb-17,CWS-Visalia,CA5410016,IOU,Water outage,Capacity,0,0,0,1,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.3183382,36.2877026,Both,GW,GW,141165,7.6238881829733165,92.37611181702668,51.8096182449182,0.04957858205255329,7.139315815567675,0.34705007436787305,0,32.573128408527516,86750,41.99883823916751,58.00116176083249,37.370552626165775,2.2082710587817758,5.697828744759675,0.4194606577459227,0.03493690348225177,52.60374601789215,NA
DISTRICT 22- ANGELES,LOS ANGELES,CA1910141,RURBAN HOMES MUTUAL WATER CO.,C,MWC,304,1200,9/24/19,NA,Sep-19,San Gabriel Valley Water Co. -El Monte/Whittier,CA1910039,IOU,waterworks standard,TMF Capacity,0,0,1,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-118.004674,34.091739,Both,GW,GW,254000,43.23144104803494,56.76855895196506,3.338102050548403,0,35.813066285169285,0,2.0505484024797327,58.798283261802574,67353,39.23031223781578,60.76968776218422,5.789666033075842,0.8892299580795361,25.35756686457914,0.19477698245759764,0.2821454033563628,66.67528225085772,NA
LPA61 - PLACER COUNTY,PLACER,CA3100029,Timberland tract water company,C,IOU,127,200,NA,2-Jan-18,Jan-18,Tahoe City PUD,CA3100029,PUD,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,GW,GW,200,12.195121951219512,87.8048780487805,100,0,0,0,0,0,NA,12.19512195121951,87.80487804878048,100,0,0,0,0,0,NA
NA,SANTA BARBARA,CA4210700,VANDENBERG AIR FORCE BASE,C,Federal,1161,6763,NA,NA,Sep-15,"AMERICAN WATER O&M, LLC - VAFB",CA4210700,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,SWP,SWP,14971,100,0,52.633022490400435,10.833790455293473,4.6626439934174435,0.21941854086670326,0.38398244651673064,16.154690071311027,67917,98.68057334264742,1.3194266573525606,52.180285641973846,10.645025623611062,4.678326625716141,0.2940237091288177,0.3918758953399777,17.234607819488605,NA
NA,SAN BERNARDINO,CA3610060,SBDNO COUNTY SERVICE AREA W-1,C,CSA,647,1515,NA,NA,Jul-15,BDVWA - GOAT MOUNTAIN ID,CA3610060,Special Act District,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,GW,GW,1300,25.816023738872403,74.1839762611276,73.45767575322813,0,0,6.743185078909613,0,18.938307030129124,34818,8.800362491341106,91.19963750865891,78.70262525807291,3.499436078451887,0.25026561725920393,0.07002366388240508,0,14.115128423669043,NA
LPA87 - YOLO COUNTY,YOLO,CA5700712,DUNNIGAN WATER WORKS,C,IOU,173,400,Aug-16,NA,Aug-16,CAL AM - DUNNIGAN,CA5700712,IOU,None,None,0,0,0,0,0,None,Managerial,Managerial,Voluntary,NA,-121.953173,38.8646105,Inst. diversity paper / tool,GW,GW,400,41.389728096676734,58.610271903323266,44.26028238182934,0,2.148557397176182,0,0,53.22283609576427,31111,43.98856506337708,56.01143493662292,41.11737633032254,1.6221065448810426,1.305999724597281,6.842117928325122e-6,0,52.66651107786425,NA
NA,TULARE,CA5400553,TRAVER WATER LLC,C,IOU,180,500,NA,NA,Aug-15,DEL ORO TRAVER DISTRICT,CA5400553,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,GW,GW,660,49.72375690607735,50.27624309392266,8.266666666666666,0,0.26666666666666666,0,0,88.8,48194,49.72375690607734,50.276243093922645,8.266666666666666,0,0.26666666666666666,0,0,88.8,48193.99999999999
DISTRICT 21 - VALLEY,BUTTE,CA0400091,BUZZTAIL COMMUNITY SERVICE DISTRICT,C,CSD,30,99,NA,NA,Nov-15,DEL ORO WATER COMPANY - BUZZTAIL DIST.,CA0400091,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,GW,GW,99,10.150375939849624,89.84962406015038,92.06963249516441,0,5.609284332688588,0,0,0,92682,10.150375939849624,89.84962406015038,92.0696324951644,0,5.6092843326885875,0,0,0,92682
NA,GLENN,CA1100404,BLACK BUTTE WATER CO.,C,IOU,87,249,NA,NA,Sep-15,DEL ORO WC - BLACK BUTTE DISTRICT,CA1100404,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,GW,GW,284,25.38860103626943,74.61139896373057,28.88700084961767,0,0,1.7841971112999149,0,63.2965165675446,42468,17.802052362125984,82.19794763787401,73.02550919303013,0,1.9906721805073722,2.4917167399523513e-4,0,24.168361125198306,63651.1931598716
NA,TEHAMA,CA5200574,LARKSPUR MEADOWS WATER CO.,C,IOU,31,70,NA,NA,Mar-17,DEL ORO WC - LARKSPUR MEADOWS,CA5200574,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,GW,GW,112,65.40469973890339,34.595300261096604,76.00216684723728,0.37919826652221017,0.6500541711809318,5.90465872156013,0,14.517876489707476,26270,NA,NA,NA,NA,NA,NA,NA,NA,NA
DISTRICT 06 - SANTA BARBARA,SAN LUIS OBISPO,CA4010040,RURAL WATER COMPANY,C,IOU,959,2559,NA,NA,Oct-15,GOLDEN STATE WATER COMPANY-CYPRESS RIDGE,CA4010040,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,GW,GW,2559,7.8431372549019605,92.15686274509804,44.867549668874176,0,0,0,0,43.70860927152318,NA,10.745139510163208,89.2548604898368,73.87854365269285,0.002145141829913568,3.3233338048018846,0,0,6.306264249549129,100735.04057659721
NA,SAN BERNARDINO,CA3600010,APPLE VALLEY RANCHOS WC,C,IOU,49,170,NA,NA,Jan-16,LIBERTY UTILITIES APPLE VALLEY,CA3600010,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,GW,GW,170,61.59420289855072,38.405797101449274,49.16943521594684,9.46843853820598,0.8305647840531563,4.152823920265781,0,28.23920265780731,28333,58.58585858585859,41.41414141414141,22.458270106221548,5.462822458270106,7.7389984825493165,0,0,11.836115326251896,27500
NA,STANISLAUS,CA5010026,"CITY OF MODESTO, DE HICKMAN",C,City,192,565,NA,NA,Jul-15,WATERFORD - HICKMAN,CA5010026,City,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,GW,GW,597,38.19951338199513,61.80048661800487,63.77388535031847,0,0.9554140127388535,0,0,32.1656050955414,74938,42.98892563578979,57.011074364210224,70.10727444157581,0.10046777092614298,1.8657032110983338,0,0,26.308718003811954,56782.247234195005
DISTRICT 03 - MENDOCINO,LAKE,CA1700530,Cobb mountain water company,NP,IOU,64,76,Jul-21,NA,Jul-21,Cobb area water,CA1710012,County Water District,NA,NA,NA,NA,NA,NA,NA,NA,Regionalization,Physical,Voluntary,NA,NA,NA,OTHER,GW,GW,3308,30.129870129870127,69.87012987012987,99.74489795918367,0.12755102040816327,0,0,0,0.12755102040816327,52176,15.972040261143105,84.02795973885688,91.13516217294618,0.026403659913082238,0,9.304535147841106e-6,0,8.838362056993319,116550.16980350295
DISTRICT 02 - LASSEN,PLACER,CA3110033,Castle city mobile home park,C,MHP,201,280,Sep-21,NA,Sep-21,Placer County Water Agency,CA3110025,Special Act District,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTHER,SWP,SW,83546,2.6058631921824107,97.39413680781759,82.27611940298507,0,2.9850746268656714,0,0,6.156716417910448,NA,28.55082492643422,71.44917507356577,70.2494341754771,1.721729148297812,9.411516216254038,0.27089435068636825,0.12817987591450297,12.689042103499219,NA
DISTRICT 19 - TEHACHAPI,KERN,CA1502247,MADERA CO SA NO 19-ROLLING HILLS,C,CSA,63,82,NA,NA,Mar-19,BAKMAN WATER-ROLLING HILLS,CA2010009,IOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Additional cases,GW,GW,1106,83.04498269896193,16.955017301038062,22.529644268774703,30.8300395256917,4.009034443817053,0,0,42.631281761716544,NA,3.121387283236994,96.87861271676302,63.28502415458937,2.737520128824477,2.818035426731079,0.7648953301127215,0.08051529790660225,26.44927536231884,107813
NA,SOLANO,CA4810701,TRAVIS AIR FORCE BASE - DISTRIBUTION,C,Federal,2104,7190,Jul-19,NA,Jul-19,CALIFORNIA WATER SERVICE CO.-TRAVIS AFB,CA4810701,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Additional cases,SWP,SWP,7190,100,0,39.50310559006211,12.919254658385093,1.9875776397515528,0,17.888198757763977,21.73913043478261,62031,79.15373701936375,20.846262980636265,48.7285496121553,11.12633182517888,11.277382380073048,0,7.032154505083782,15.101971978436909,NA
NA,PLACER,CA3110043,MADDEN CREEK WATER COMPANY,C,MWC,166,300,Jan-18,NA,Jan-18,TAHOE CITY PUD - MADDEN CREEK,CA3110043,PUD,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Additional cases,GW,GW,300,24.137931034482758,75.86206896551724,91.59891598915989,0,0.40650406504065045,0,0,5.420054200542006,111216,11.21049967307035,88.78950032692966,95.82997931756869,0,4.170020682431304,0,0,0,100004.71818756624
NA,PLACER,CA3110013,TAHOE CEDARS WATER COMPANY,C,IOU,1161,2775,NA,NA,Jan-18,TAHOE CITY PUD - TAHOE CEDARS,CA3110013,PUD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Additional cases,GW,GW,793,18.38235294117647,81.61764705882352,93.3933933933934,0,6.606606606606606,0,0,0,64722,44.30275686235508,55.69724313764491,85.70951949292265,0,1.6882771372723107,7.528648042376429,0,0.011188540313418809,72063.28999345197
NA,LOS ANGELES,CA1910048,CASTAIC LAKE WATER AGENCY,C,Special act district,26,0,Jan-18,NA,Jan-18,SANTA CLARITA VALLEY W.A.-IMPORTED DIVIS,CA1910048,Special Act District,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Additional cases,SW,SW,0,25.36231884057971,74.63768115942028,30.251810969299758,17.31631597102449,14.556743704725767,0,8.589168678854778,29.285960676095208,94028,29.83843592475232,70.16156407524768,45.718605545078354,4.403003312764041,10.956184226158113,0.21429160908804298,0.284954169788152,33.95010026025543,NA
NA,TEHAMA,CA5200657,RIVERVIEW AVENUE ESTATES,C,IOU,17,45,May-15,NA,May-15,NORCAL WATER WORKS,CA5200657,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Additional cases,GW,GW,45,19.019138755980862,80.98086124401914,83.93758604864617,0,0.5966039467645708,0,0,15.328132170720515,63819,19.019138755980862,80.98086124401914,83.93758604864617,0,0.5966039467645708,0,0,15.328132170720515,63818.99999999999
NA,SHASTA,CA4500022,"HAT CREEK WATER COMPANY, LLC",C,IOU,62,198,Aug-19,NA,Aug-19,DEL ORO WATER CO. - HAT CREEK DISTRICT,CA4500022,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Additional cases,SW,SW,205,24.58471760797342,75.41528239202658,96.07843137254902,0.1400560224089636,0.42016806722689076,0,0,3.361344537815126,58665,26.70083131608674,73.29916868391327,94.7838362060285,0.4471823207705064,0.3339688674697711,0.25189452371043697,0,3.217522407797449,57982.66559839334
LPA50 - MADERA COUNTY,MADERA,CA2000203,OUTBACK INC,NTNC,Private (other),4,41,11/9/2021,NA,Nov-21,MINARETS HIGH SCHOOL,CA2000947,School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Excel Dec 2021 update,GW,GW,450,0.4098360655737705,99.59016393442623,84.288747346072185,0,0,0,0,14.543524416135881,72431,NA,NA,NA,NA,NA,NA,NA,NA,NA
