Regulating_agency,County,SystemID,System_Name,System_Type,Institution_type,Connections,Population,Inactivation_Date,Activity_date_from_tool,Date_combined,Receiving_Water_System,Receiving_System_ID,Receiving_System_Institution_Type,Issue_SWRCB,Issue_summary,Issue_capacity,Issue_quality,Issue_TMF,Issue_disaster,Issue_sustainability,Funding_Source,Consolidation_Type,Physical_or_Mangerial,Mandatory_or_voluntary,Story_link,long,lat,Data_source,Notes,Notes_Suzanne,Remove?,2016_proxydata_pop_con_type_county,Number_systems_involved,Unique_project,Consolidatedsystem_primary_source_combined,EPA_2021_source,Consolidatedsystem_primary_source_combinedFINAL,Receiving_2021_source,Receiving_2021_pop,Receiving_2021_systemtype,Distance(m),Prox_ord,CES_Receiving_Polygon,DistNote,Vetted_address,GEOID,NAME,Race.estimate.total.x,B03002_001M,Race.white.alone.x,B03002_003M,Race.black.alone.x,B03002_004M,Race.native.alone.x,B03002_005M,Race.asian.alone.x,B03002_006M,Race.PI.alone.x,B03002_007M,Race.hispanicorlatino.x,B03002_012M,Median.hh.income,B19013_001M,Tenure.estimate.total.x,B25003_001M,Tenure.owner.x,B25003_002M,Tenure.renter.x,B25003_003M,Households.total.x,B11001_001M,SHAPE_Leng_receiving,SHAPE_Area_receiving,Households.total.y,Income.aggregatecount,Race.asian.alone.y,Race.black.alone.y,Race.estimate.total.y,Race.hispanicorlatino.y,Race.native.alone.y,Race.PI.alone.y,Race.white.alone.y,Tenure.estimate.total.y,Tenure.owner.y,Tenure.renter.y
LPA37- Contra Costa County,CONTRA COSTA,CA0707558,HERTZ WATER SYSTEM,C,Private (other),16,35,2/22/19,NA,Feb-19,Golden State Water Company- Bay Point,CA0710002,IOU,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.9246386,38.01856574,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SWP,22295,Community water system,287.7741467,2,NA,NA,83 Solano Ave. Pittsburg CA 94565,060133141033,"Block Group 3, Census Tract 3141.03, Contra Costa County, California",1508,495,117,125,102,119,0,13,247,149,0,13,1033,460,69318,18329,400,108,161,73,239,90,400,108,21896.3378554,13226131.0723,4790.004298491885,316742609.9276787,1527.7201776709003,2046.8999626602488,19610.44592901055,12951.69217132684,61.44124296846101,10.074295460264219,2155.51445558778,4790.004298491885,2744.6702194934423,2045.3340789984418
DISTRICT 06 - SANTA BARBARA,SAN LUIS OBISPO,CA4010040,RURAL WATER COMPANY,C,IOU,959,2559,NA,NA,Oct-15,GOLDEN STATE WATER COMPANY-CYPRESS RIDGE,CA4010040,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,"Competed end of 2015, now IOU was IOU so no change","Rural WC CA4000550 is inactive, physical location listed as Grover City 93483, close but not right in GSW boundaries for Cypress. No records of change in ECM, would need to email district.",No,No,NA,Yes,GW,GW,GW,GW,2559,Community water system,18491.90651,21,NA,NA,"2330 A Street, Suite A SANTA MARIA CA 93455",060830020112,"Block Group 2, Census Tract 20.11, Santa Barbara County, California",604,233,271,139,0,13,0,13,0,13,0,13,264,175,NA,NA,306,140,282,140,24,24,306,140,14694.8634032,11776850.0757,836.2591642197979,84240600.84023261,67.8136904063228,0.04377230590596163,2040.5320196345854,128.68134125481868,0,0,1507.5153388729123,836.2591642197979,746.4019503578558,89.85721386194211
DISTRICT 08 - SANTA ANA,ORANGE,CA3010070,GOLDEN STATE WC - YORBA LINDA,C,IOU,1682,5551,Oct-18,NA,Oct-18,GOLDEN STATE WC - PLACENTIA/YORBA LINDA,CA3010035,IOU,None,None,0,0,0,0,0,Other,Voluntary Consolidation,Physical,Voluntary,NA,-117.869498,33.868331,Both,NA,NA,No,No,2,Yes,SWP,NA,SWP,SWP,53965,Community water system,NA,NA,NA,NA,500 CAMERON STREET PLACENTIA CA 92870,060590117222,"Block Group 2, Census Tract 117.22, Orange County, California",442,107,295,88,0,13,0,13,0,13,0,13,147,79,43400,14366,280,74,248,76,32,34,280,74,34609.9661615,20883723.9094,13987.480382069938,1412690547.6083689,6770.025423706035,884.9902879211826,44199.32612697546,18019.6231644396,20.042218799672256,51.89009220033922,16889.041858689903,13987.480382069938,8706.913318812884,5280.5670632570545
LPA66 - SAN BERNARDINO COUNTY,SAN BERNARDINO,CA3601055,ROADRUNNER MHP,C,MHP,59,150,7/28/17,NA,Jul-17,Golden State-Morongo Del Norte,CA3600270,IOU,Uranium,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-116.54686,34.069041,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,870,Community water system,38.0022669,2,1,NA,51063 29 PALMS HWY MORONGO VALLEY CA 92256,060710104172,"Block Group 2, Census Tract 104.17, San Bernardino County, California",562,193,444,163,0,13,0,13,0,13,0,13,108,107,53429,11776,293,88,270,85,23,27,293,88,10729.1721289,3920772.54107,76.09550992090642,2660366.681782087,0.12969726996659953,0.04940848379679982,139.87514913460558,18.352029011642642,0.015597747090454032,0.008912998337402304,108.35887551527217,76.09550992090642,51.86858438050495,24.226925540401478
LPA49 - LA COUNTY,LOS ANGELES,CA1900912,GORMAN ELEMENTARY SCHOOL,NTNC,School,4,98,12/2/20,NA,Dec-20,GOLDEN VALLEY MUNICIPAL WATER DISTRICT,CA1900767,MWD,Coliform,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-118.854108,34.792755,Both,Yearly excel sheets said self-funded instead of private.,NA,No,No,2,Yes,GW,NA,GW,GW,70,Community water system,NA,NA,NA,NA,49847 Gorman School Road GORMAN CA 93243,060379012091,"Block Group 1, Census Tract 9012.09, Los Angeles County, California",1418,202,749,182,53,65,11,17,38,34,0,13,520,212,72500,13112,478,69,351,74,127,43,478,69,44688.2459074,50346211.184,26.92625217778408,1954025.2441947744,2.0898568157218307,2.914069146334648,79.62589436452716,29.364222807239482,0.6210253163166142,0,42.00914967553931,26.92625217778408,19.750443401887154,7.175808775896923
LPA72 - SANTA BARBARA COUNTY,SANTA BARBARA,CA4200647,COMMUNITY CHRISTIAN SCHOOL,NTNC,School,4,80,2/13/18,NA,Feb-18,Goleta Water District,CA4210004,County Water District,None,None,0,0,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-119.799885,34.452451,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,84462,Community water system,NA,NA,NA,NA,5070 Cathedral Oaks Rd. Santa Barbara CA 93111,060830029071,"Block Group 1, Census Tract 29.07, Santa Barbara County, California",2062,718,1625,690,0,13,0,13,166,168,0,13,192,190,189093,24613,667,165,501,95,166,159,667,165,82943.7254972,123383262.014,25254.54358938929,NA,10299.29202336014,1893.1496667231158,81244.17967654778,21534.212210173115,243.79792715877497,0,44348.37172641615,25254.54358938929,12043.864265992426,13210.679323396864
LPA46 - KINGS COUNTY,KINGS,CA1600296,OLAM SPICES AND VEGETABLES INC,NTNC,Private (other),7,75,5/25/17,NA,May-17,Hanford,CA1610003,City,Arsenic,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.624592,36.326253,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,17626,Community water system,NA,NA,NA,NA,9301 Lacey Blvd. Hanford CA 93230,060310008004,"Block Group 4, Census Tract 8, Kings County, California",500,201,235,133,0,13,0,13,5,8,0,13,246,148,33304,18229,207,68,87,36,120,62,207,68,79167.8097035,47631932.3483,13324.041614062644,NA,1206.92841391117,1860.7645134380139,39919.34486293965,20509.89445173681,137.90552074168033,3.260326374847361,14793.843809720283,13324.041614062644,7333.551732600514,5990.48988146213
DISTRICT 02 - LASSEN,LASSEN,CA1805009,WEST PATTON VILLAGE CSD,C,CSD,155,465,3/14/18,NA,Mar-18,Herlong Public Utility District,CA1805007,PUD,"historic TMF failures, old infrastructure",TMF Capacity,0,0,1,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-120.1583517,40.1395117,Both,Found twice in excel sheets. Other one is from 2017 but 2018 matches tool,NA,No,No,2,Yes,GWP,NA,GWP,GW,2114,Community water system,NA,NA,NA,NA,100 Tamarack Street HERLONG CA 96113,060350406001,"Block Group 1, Census Tract 406, Lassen County, California",1001,284,792,243,102,86,73,82,0,13,0,13,34,66,50588,17861,454,116,283,94,171,75,454,116,36835.1649179,60933637.6036,33.98664178521092,1890657.9561746684,5.960637048899731,60.9017631718501,327.33626898303504,104.360853798177,17.334579852572634,0.6877658133345843,123.87684248928622,33.98664178521092,2.321937703904068,31.66470408130685
LPA50- MADERA COUNTY,MADERA,CA2000614,OAK CREEK INTERMEDIATE SCHOOL,NTNC,School,7,190,3/2/18,NA,Mar-18,Hillview Water Company - Oakhurst/Sierra Lakes,CA2010007,IOU,"uranium, historical nitrate and bacteriological",Quality,0,1,0,0,0,Prop 84,Voluntary Consolidation,Physical,Voluntary,HTTPS://WWW.WATERBOARDS.CA.GOV/DRINKING_WATER/CERTLIC/DRINKINGWATER/DOCUMENTS/PARTNERSHIP_SUCCESS/OAK_CREEK_ELEM.PDF,-119.6404017,37.331537,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,3403,Community water system,NA,NA,NA,NA,40094 Indian Springs Rd. Oakhurst CA 93644,060390001044,"Block Group 4, Census Tract 1.04, Madera County, California",1013,410,874,352,0,13,0,13,24,27,0,13,104,114,110588,21088,406,143,391,142,15,24,406,143,21962.1945409,18791794.6321,323.1324686734543,23180811.850075245,22.086226877235077,0,856.5873541550757,179.89905222358544,3.573699254157778,0,643.2736169639215,323.1324686734543,257.76144879275125,65.37101988070305
LPA50- MADERA COUNTY,MADERA,CA2000578,PETE'S PLACE (WATER),NC,Private (other),1,150,3/24/17,NA,Mar-17,Hillview WC - Oakhurst/Sierra Lakes,CA2010007,IOU,TCR,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.654955,37.331232,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,3403,Community water system,NA,NA,NA,NA,40093 CA-41 Oakhurst CA 93644,060390001042,"Block Group 2, Census Tract 1.04, Madera County, California",1517,566,998,491,0,13,0,13,12,20,0,13,507,324,53401,17770,531,157,389,137,142,100,531,157,21962.1945409,18791794.6321,323.1324686734543,23180811.850075245,22.086226877235077,0,856.5873541550757,179.89905222358544,3.573699254157778,0,643.2736169639215,323.1324686734543,257.76144879275125,65.37101988070305
DISTRICT 05 - MONTEREY,SAN BENITO,CA3500526,MCCLOSKEY ROAD LLC,C,MHP,14,0,NA,Dec-18,Dec-18,"HOLLISTER, CITY OF",CA3510001,City,"CHROMIUM, NITRATE",Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.3936202,36.8688522,Tool,NA,NA,No,No,2,Yes,GW,NA,GW,SWP,23358,Community water system,243.5727225,2,NA,NA,411 MCCLOSKEY RD HOLLISTER CA 95023,060690001002,"Block Group 2, Census Tract 1, San Benito County, California",1712,420,351,119,163,157,0,13,70,69,0,13,1035,414,69345,44974,487,91,333,93,154,79,487,91,33012.7561908,27591805.3755,7078.54960319925,NA,374.06764410445174,134.2526191719643,24743.374136747665,19242.47528315031,56.71537743655153,20,4525.39835788732,7078.54960319925,4031.7031585832765,3046.846444615973
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3303081,IDYLLWILD ARTS FOUNDATION,NTNC,School,28,275,NA,Dec-16,Dec-16,IDYLLWILD WATER DISTRICT,CA3310019,County Water District,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-116.7450095,33.75928441,Tool,NA,NA,No,No,2,Yes,GW,NA,GW,GW,2500,Community water system,1149.531613,2,NA,NA,52500 Temecula Rd. Idyllwild-Pine Cove CA 92549,060650444041,"Block Group 1, Census Tract 444.04, Riverside County, California",920,274,718,258,95,95,0,13,49,59,0,13,46,39,60200,25074,370,89,287,86,83,52,370,89,28930.2697739,14065072.4072,246.47912191989474,NA,29.79775250807677,14.919263842343081,447.37134805931066,38.86510110830863,11.93611227572535,0,349.9409635138301,246.47912191989474,156.49054171325906,89.98858020663567
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3302027,EMPIRE POLO CLUB *OOB*,NC,Private (other),1,50,8/10/17,NA,Aug-17,Indio Water Authority,CA3310020,City,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-116.237584,33.703576,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,79114,Community water system,NA,NA,NA,NA,81800 51st Ave. Indio 92201,060650456061,"Block Group 1, Census Tract 456.06, Riverside County, California",897,250,748,223,1,3,0,13,0,13,0,13,130,99,43516,23416,568,192,551,191,17,20,568,192,62984.7563063,93637353.4692,30840.181173530753,NA,2073.907777476164,3111.1729741647114,82405.65297743952,55320.81866601885,92.81678129643925,0,20507.83703846576,30840.181173530753,21663.671648539883,9176.509524990872
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3301735,WALLER TRACT WATER DISTRICT,C,MWC,88,350,5/2/19,NA,May-19,Indio Water Authority,CA3310020,City,Hexavalent chromium,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-116.214574,33.72952097,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,79114,Community water system,0.888927888,2,1,NA,43-778 E. Circle Dr. Indio 92201,060650453031,"Block Group 1, Census Tract 453.03, Riverside County, California",955,273,89,67,0,13,0,13,24,38,0,13,842,282,36094,10703,364,83,198,58,166,67,364,83,62984.7563063,93637353.4692,30840.181173530753,NA,2073.907777476164,3111.1729741647114,82405.65297743952,55320.81866601885,92.81678129643925,0,20507.83703846576,30840.181173530753,21663.671648539883,9176.509524990872
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3301046,BOE DEL HEIGHTS MUTUAL WATER,C,MWC,116,325,8/1/2018,NA,Aug-18,Indio Water Authortiy,CA3310020,City,Perchlorate,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,HTTPS://WWW.WATERBOARDS.CA.GOV/DRINKING_WATER/CERTLIC/DRINKINGWATER/DOCUMENTS/PARTNERSHIP_SUCCESS/BOE_DEL_HEIGHTS.PDF,-116.2191162,33.7122802,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,79114,Community water system,NA,NA,NA,NA,81450 Palo Verde Dr. N Indio CA 92201,060650452172,"Block Group 2, Census Tract 452.17, Riverside County, California",2442,1165,258,174,540,700,0,13,0,13,0,13,1644,647,41641,35546,673,218,556,178,117,116,673,218,62984.7563063,93637353.4692,30840.181173530753,NA,2073.907777476164,3111.1729741647114,82405.65297743952,55320.81866601885,92.81678129643925,0,20507.83703846576,30840.181173530753,21663.671648539883,9176.509524990872
District 10 - Stockton,AMADOR,CA0310020,THE OAKS MOBILE HOME PARK,C,MHP,213,600,10/14/19,NA,Oct-19,Jackson Valley Irrigation District,CA0300037,Irrigation District,None,None,0,0,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,HTTPS://WWW.WATERBOARDS.CA.GOV/DRINKING_WATER/CERTLIC/DRINKINGWATER/DOCUMENTS/PARTNERSHIP_SUCCESS/THE_OAKS.PDF,-120.918933,38.295642,Both,NA,NA,No,No,2,Yes,SW,NA,SW,SW,3553,Community water system,2055.952917,3,NA,NA,5545 THREE OAKS DRIVE IONE CA 95640,060050003041,"Block Group 1, Census Tract 3.04, Amador County, California",1632,330,1436,318,7,14,9,33,23,38,0,13,127,106,68500,25119,590,111,366,94,224,89,590,111,3098.95970456,396143.164745,2.349838727494684,175497.95452536142,0.03794033581042357,0.011547058724911522,7.051555470947426,0.5412585194481281,0.014846218360600526,0,5.91009200761315,2.349838727494684,1.828713164402631,0.5211255630920533
DISTRICT 18 - SONOMA,SONOMA,CA4900922,SMOTHER'S WATER SYSTEM,NC,Private (other),1,45,5/9/17,NA,May-17,Kenwood Village Water,CA4910025,IOU,E. coli,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-122.546176,38.414022,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,1000,Community water system,NA,NA,NA,NA,9580 Sonoma Highway KENWOOD CA 95452,060971505011,"Block Group 1, Census Tract 1505.01, Sonoma County, California",331,174,282,160,0,13,0,13,49,57,0,13,0,13,NA,NA,245,118,236,116,9,14,245,118,9172.36757688,2963619.66697,191.44219847127079,NA,37.7200362177601,0.05498851718006551,265.57079128349505,0.5724615691122186,0,0,227.0339645617565,191.44219847127079,182.65767279349936,8.784525677771452
LPA46 - KINGS COUNTY,KINGS,CA1600048,KETTLEMAN CITY ELEMENTARY,NTNC,School,12,350,12/31/19,NA,Dec-19,Kettleman City CSD,CA1610009,CSD,Arsenic,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-119.9623857,36.0079117,Both,NA,NA,No,No,2,Yes,NA,NA,GW,SW,1450,Community water system,NA,NA,NA,NA,701 General Petroleum Ave Kettleman City CA 93239,060310016011,"Block Group 1, Census Tract 16.01, Kings County, California",1880,685,50,52,23,30,0,13,0,13,0,13,1773,668,41916,14058,606,257,128,65,478,254,606,257,19347.7744347,3997682.53144,1.073427056287062,45244.6462758149,0,0.04015114444307175,3.3383150776988653,3.146113819936346,0,0,0.09313006765874335,1.073427056287062,0.22960684402085055,0.8438202122662114
LPA80 - STANISLAUS COUNTY,STANISLAUS,CA5000570,INTERSTATE TRUCK CENTER VALLEY PETERBILT,NC,Private (other),2,23,4/28/2021,NA,Apr-21,KEYES COMMUNITY SERVICES DIST.,CA5010009,CSD,ARSENIC,Quality,0,1,0,0,0,Private,Regionalization,Physical,Voluntary,NA,-120.9009194,37.5460416,Both,Notes in partnership tool clarify that the stub out was provided by the keyes regionalization project. Excel data said system type of NP. https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/keyes_story.pdf,NA,No,No,7,Keyes,GW,NA,GW,GW,5999,Community water system,625.366073,6,NA,NA,5837 N GOLDEN STATE BLVD TURLOCK CA 95382,060990036033,"Block Group 3, Census Tract 36.03, Stanislaus County, California",1599,664,1365,687,0,13,0,13,33,37,0,13,201,158,64693,17106,603,233,334,179,269,155,603,233,14498.1690612,2910169.55248,544.1812151855132,20362313.33214039,8.386721136872074,17.46254117808625,1793.8084534490188,1446.990697857246,0,0,297.6602341814278,544.1812151855132,153.392400681822,390.78881450369124
LPA80 - STANISLAUS COUNTY,STANISLAUS,CA5000086,COUNTRYSIDE MHP,NP,MHP,44,60,3/14/19,NA,Mar-19,Keyes CSD,CA5010009,CSD,Arsenic,Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/keyes_story.pdf,-120.895532,37.543037,Both,Excel data listed system type as C,NA,No,No,7,Keyes,GW,NA,GW,GW,5999,Community water system,1206.385065,11,NA,NA,4124 W BARNHART ROAD TURLOCK CA 95382,060990036033,"Block Group 3, Census Tract 36.03, Stanislaus County, California",1599,664,1365,687,0,13,0,13,33,37,0,13,201,158,64693,17106,603,233,334,179,269,155,603,233,14498.1690612,2910169.55248,544.1812151855132,20362313.33214039,8.386721136872074,17.46254117808625,1793.8084534490188,1446.990697857246,0,0,297.6602341814278,544.1812151855132,153.392400681822,390.78881450369124
LPA80 - STANISLAUS COUNTY,STANISLAUS,CA5000051,MOBILE PLAZA PARK,C,MHP,50,125,5/29/19,NA,May-19,Keyes CSD,CA5010009,CSD,Arsenic,Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/keyes_story.pdf,-120.929337,37.569043,Both,NA,NA,No,No,7,Keyes,GW,NA,GW,GW,5999,Community water system,271.7829768,2,NA,NA,4812 Esmar Rd Ceres CA 95307,060990030022,"Block Group 2, Census Tract 30.02, Stanislaus County, California",2020,668,558,292,15,28,0,13,0,13,0,13,1384,670,65298,42132,546,148,412,121,134,98,546,148,14498.1690612,2910169.55248,544.1812151855132,20362313.33214039,8.386721136872074,17.46254117808625,1793.8084534490188,1446.990697857246,0,0,297.6602341814278,544.1812151855132,153.392400681822,390.78881450369124
LPA80 - STANISLAUS COUNTY,STANISLAUS,CA5000057,ORCHARD VILLAGE MHP,C,MHP,49,75,5/29/19,NA,May-19,Keyes CSD,CA5010009,CSD,Arsenic,Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/keyes_story.pdf,-120.938564,37.585248,Both,NA,NA,No,No,7,Keyes,GW,NA,GW,GW,5999,Community water system,2070.298104,8,NA,NA,4920 Faith Home Rd Ceres CA 95307,060990030024,"Block Group 4, Census Tract 30.02, Stanislaus County, California",1990,784,313,168,0,13,0,13,39,45,0,13,1556,768,52077,14608,572,191,456,179,116,102,572,191,14498.1690612,2910169.55248,544.1812151855132,20362313.33214039,8.386721136872074,17.46254117808625,1793.8084534490188,1446.990697857246,0,0,297.6602341814278,544.1812151855132,153.392400681822,390.78881450369124
LPA80 - STANISLAUS COUNTY,STANISLAUS,CA5000085,GREEN RUN MOBILE ESTATES,C,MHP,46,100,5/29/19,NA,May-19,Keyes CSD,CA5010009,CSD,Arsenic,Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/keyes_story.pdf,-120.900048,37.552253,Both,NA,NA,No,No,7,Keyes,GW,NA,GW,GW,5999,Community water system,326.7081652,2,NA,NA,5061 Nunes Rd. Turlock CA 95382,060990029015,"Block Group 5, Census Tract 29.01, Stanislaus County, California",1218,378,765,262,0,13,0,13,0,13,0,13,419,207,58795,27148,389,79,293,75,96,63,389,79,14498.1690612,2910169.55248,544.1812151855132,20362313.33214039,8.386721136872074,17.46254117808625,1793.8084534490188,1446.990697857246,0,0,297.6602341814278,544.1812151855132,153.392400681822,390.78881450369124
LPA80 - STANISLAUS COUNTY,STANISLAUS,CA5000217,FAITH HOME TEEN RANCH,C,Private (other),7,50,5/29/19,NA,May-19,Keyes CSD,CA5010009,CSD,Nitrate,Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/keyes_story.pdf,-120.920875,37.5418585,Both,NA,NA,No,No,7,Keyes,GW,NA,GW,GW,5999,Community water system,1097.915196,2,NA,NA,6643 Faith Home Rd Ceres CA 95307,060990036034,"Block Group 4, Census Tract 36.03, Stanislaus County, California",1184,539,721,350,0,13,0,13,0,13,0,13,463,352,62404,23779,329,101,203,94,126,59,329,101,14498.1690612,2910169.55248,544.1812151855132,20362313.33214039,8.386721136872074,17.46254117808625,1793.8084534490188,1446.990697857246,0,0,297.6602341814278,544.1812151855132,153.392400681822,390.78881450369124
DISTRICT 03 - MENDOCINO,LAKE,CA1700581,CACHE CREEK MOBILE HOME PARK,C,MHP,42,150,9/16/2021,NA,Sep-21,KONOCTI COUNTY WATER DISTRICT,CA1710006,County Water District,Fire damage,Disaster,0,0,0,1,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,NA,NA,Excel,"Recently done,  not in partnership tool yet - https://www.lakeconews.com/news/71893-state-awards-konocti-county-water-district-4-3-million-for-expansion-upgrades",NA,No,No,2,Yes,SW,NA,SW,SW,5928,Community water system,32.64285337,2,1,NA,16535 DAM ROAD CLEARLAKE CA 95422,060330007022,"Block Group 2, Census Tract 7.02, Lake County, California",2030,617,828,385,0,13,0,13,7,16,0,13,1159,614,43656,4635,579,130,381,110,198,106,579,130,20520.0391968,12387395.2917,961.4959275584591,NA,15.221978409980878,16.944363023909467,3054.2823967315912,1350.8118541680976,96.51604579700599,0,1458.1534855805749,961.4959275584591,618.8465306478541,342.649396910605
LPA49 - LA COUNTY,LOS ANGELES,CA1900122,ENVIRONMENTAL CARE INDUSTRIES-VLY CREST,NTNC,Private (other),4,100,11/20/17,NA,Nov-17,LA - DWP,CA1910067,City,Periodic bacteriological issues,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-118.404382,34.292631,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,4041284,Community water system,100.0084979,1,NA,NA,"12087 LOPEZ CANYON RD, KAGEL CANYON, CA 91342-6063",060379304002,"Block Group 2, Census Tract 9304, Los Angeles County, California",532,108,192,83,43,57,0,13,44,43,0,13,253,90,126518,62631,161,36,137,32,24,15,161,36,536305.548974,1878886834.19,1474097.596867469,NA,474552.701154175,355266.2453058005,4132500.049659318,1953362.0082897553,6388.816623813274,5086.125651852473,1206500.9079813901,1474097.596867469,549222.549328405,924875.0475390638
LPA75 - SHASTA COUNTY,SHASTA,CA4500136,KLUB KLONDIKE,NC,Private (other),2,35,6/8/2021,NA,Jun-21,LAKEHEAD SUBD MUTUAL WATER CO,CA4500016,MWC,NITRATE,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-122.382991,40.906146,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,70,Community water system,162.0533923,1,1,NA,21375 MAIN STREET LAKEHEAD CA 96051,060890125002,"Block Group 2, Census Tract 125, Shasta County, California",896,161,760,157,6,9,0,13,55,75,0,13,40,45,45792,12811,399,70,326,63,73,43,399,70,1072.5473157,76499.9976394,0.05977306202756868,2737.128056366425,0.00823939451507839,8.988430380085516e-4,0.13422722700927703,0.005992286920057011,0,0,0.1138534514810832,0.05977306202756868,0.04883713839846464,0.010935923629104043
District 01 - Klamath,TRINITY,CA5301003,LEWISTON PARK MWC,C,MWC,168,551,7/1/18,NA,Jul-18,Lewiston CSD,CA5301002,CSD,monitoring violation,TMF Capacity,0,0,1,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-122.8101756,40.69910505,Both,Partnerships tool lists none for issues,NA,No,No,2,Yes,GW,NA,GW,SW,701,Community water system,822.2681184,3,NA,NA,415 3rd Ave. Lewiston CA 96052,061050001012,"Block Group 2, Census Tract 1.01, Trinity County, California",1365,308,1125,255,1,2,20,28,106,108,0,13,44,36,47098,4139,543,98,377,86,166,67,543,98,6618.86215423,1670829.88697,0.2996691950447929,14189.154545734262,0.008486707497326974,5.101734256669324e-5,0.7582790803727952,0.011481370628706977,0.139569460187921,0,0.5797759821528843,0.2996691950447929,0.20807084817676952,0.09159834686802334
DISTRICT 16 - CENTRAL,LOS ANGELES,CA1910241,MESA CREST WATER COMPANY,C,Private (other),704,2323,NA,april.2020,Apr-20,LIBERTY UTILITIES - MESA CREST,CA1910241,IOU,None,None,0,0,0,0,0,Private,Managerial,Managerial,Voluntary,NA,-118.1916567,34.2018983,Both,NA,NA,No,No,NA,Yes,NA,SWP,SWP,SWP,2336,Community water system,1019.09622,3,NA,NA,4532 Rinetti Ln La Canada Flintridge CA 91011,060374605022,"Block Group 2, Census Tract 4605.02, Los Angeles County, California",1723,729,957,709,12,20,0,13,580,230,0,13,103,79,250001,NA,439,151,407,151,32,30,439,151,13409.9835669,3293599.49473,481.09909633311884,83097561.77429174,562.1704752684283,3.4143126409559876,1467.6454189518765,98.85778543779368,0,0.14031421812147893,718.0444002727105,481.09909633311884,429.6086039714013,51.49049236171754
