Regulating_agency,County,SystemID,System_Name,System_Type,Institution_type,Connections,Population,Inactivation_Date,Activity_date_from_tool,Date_combined,Receiving_Water_System,Receiving_System_ID,Receiving_System_Institution_Type,Issue_SWRCB,Issue_summary,Issue_capacity,Issue_quality,Issue_TMF,Issue_disaster,Issue_sustainability,Funding_Source,Consolidation_Type,Physical_or_Mangerial,Mandatory_or_voluntary,Story_link,long,lat,Data_source,Notes,Notes_Suzanne,Remove?,2016_proxydata_pop_con_type_county,Consolidatedsystem_primary_source_combined,EPA_2021_source,Consolidatedsystem_primary_source_combinedFINAL,Receiving_2021_source,Receiving_2021_pop,Vetted_address,GEOID,NAME,Race.estimate.total.x,B02001_001M,Race.white.alone.x,B02001_002M,Race.black.alone.x,B02001_003M,Race.native.alone.x,B02001_004M,Race.asian.alone.x,B02001_005M,Race.PI.alone.x,B02001_006M,Race.someother.alone.x,B02001_007M,Race.twoplus.x,B02001_008M,Median.hh.income,B19013_001M,Tenure.estimate.total.x,B25003_001M,Tenure.owner.x,B25003_002M,Tenure.renter.x,B25003_003M,AC_PHONE_N,AC_EMAIL,SHAPE_Leng_receiving,SHAPE_Area_receiving,Households.total,Income.aggregatecount,Race.asian.alone.y,Race.black.alone.y,Race.estimate.total.y,Race.native.alone.y,Race.PI.alone.y,Race.someother.alone.y,Race.twoplus.y,Race.white.alone.y,Tenure.estimate.total.y,Tenure.owner.y,Tenure.renter.y
DISTRICT 23 - FRESNO,FRESNO,CA1000646,E-Z TRIP,NP,Private (other),2,25,9/21/2021,NA,Sep-21,City of Fresno,CA1010007,City,NONE,None,0,0,0,0,0,Private,NA,NA,Voluntary,NA,NA,NA,Excel,"Recently done,  not in partnership tool yet, Fiarly psoitive would be with Fresno city but double check",NA,No,No,GW,NA,GW,SW,541990,6639 Parkway Drive FRESNO CA 93722,060190042183,"Block Group 3, Census Tract 42.18, Fresno County, California",964,391,419,287,0,13,12,20,37,61,0,13,353,306,143,169,108889,71042,268,96,231,89,37,41,559-621-5314,BUD.TICKEL@FRESNO.GOV,446458.144162,458896843.477,157502.87281071552,NA,63453.92575886591,34518.32682084753,482370.98307885823,5664.311747631592,831.779678780202,60938.9916806395,44747.082523011595,272216.5648690819,157502.87281071552,74296.02058509437,83206.85222562116
DISTRICT 20 - RIVERSIDE,IMPERIAL,CA1310011,COACHELLA VWD: I.D. NO. 11,C,County Water District,2776,7500,2/25/2021,NA,Feb-21,COACHELLA VWD: COVE COMMUNITY,CA3310001,County Water District,None,None,0,0,0,0,0,SWRCB,NA,NA,Voluntary,NA,NA,NA,Excel,"Recently done,  not in partnership tool yet",NA,No,No,GW,NA,GW,GW,297500,99620 Tripoli Dr. Mecca CA 92254,060650456122,"Block Group 2, Census Tract 456.12, Riverside County, California",594,538,182,261,0,13,0,13,0,13,0,13,412,482,0,13,NA,NA,169,88,98,74,71,76,760-398-2651,JBarrett@cvwd.org,448036.836693,2762250414.37,138262.87476330032,NA,11595.86278404503,8185.793246218598,343728.31546575896,2223.4107559295517,287.53278154802825,87158.74837323895,25892.806426027302,208384.1610987515,138262.87476330032,97038.41959877704,41224.4551645233
District 12 - Visalia,KERN,CA1500508,TWIN PINES MOBILEHOME PARK,C,MHP,40,92,6/5/17,NA,Jun-17,City of Bakersfield,CA1510031,City,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.081399,35.382306,Both,NA,NA,No,No,GW,NA,GW,SWP,149796,15 Wedding Ln. Bakersfield CA 93315,060290005072,"Block Group 2, Census Tract 5.07, Kern County, California",1576,540,1055,372,1,9,7,12,108,105,0,13,179,156,226,272,68600,15269,506,144,357,134,149,88,408-367-8314,sjames@calwater.com,169016.632838,229855924.37,46568.33935259766,NA,15316.027890572503,8820.388079475653,142585.4157875064,812.3438533879939,335.88659619987595,11562.854324032623,15332.135919048511,90405.77912478926,46568.33935259766,31115.702497482063,15452.636855115596
District 12 - Visalia,KERN,CA1510041,NORTH OF THE RIVER MWD,C,MWD,1,0,3/9/17,NA,Mar-17,Oildale MWC,CA1510015,MWC,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.031813,35.441807,Both,NA,NA,No,No,SWP,NA,SWP,SWP,36726,4000 RIO DEL NORTE STREET BAKERSFIELD CA 93308,060290001041,"Block Group 1, Census Tract 1.04, Kern County, California",1327,500,944,348,0,13,0,13,383,369,0,13,0,13,0,13,49167,16134,410,116,109,83,301,133,661-399-5516,dnunneley@oildalewater.com,85453.5732384,66286238.3084,9353.415298797148,NA,1035.7843819330021,518.4479673179526,27009.926084267387,202.94227362797668,0,1718.295202201861,2105.803631028337,21428.65262815826,9353.415298797148,3082.4281255175583,6270.987173279591
DISTRICT 16 - CENTRAL,LOS ANGELES,CA1910241,MESA CREST WATER COMPANY,C,Private (other),704,2323,NA,april.2020,Apr-20,LIBERTY UTILITIES - MESA CREST,CA1910241,IOU,None,None,0,0,0,0,0,Private,Managerial,Managerial,Voluntary,NA,-118.1916567,34.2018983,Both,NA,NA,No,No,NA,SWP,SWP,SWP,2336,4532 Rinetti Ln La Canada Flintridge CA 91011,060374605022,"Block Group 2, Census Tract 4605.02, Los Angeles County, California",1723,729,1017,711,12,20,0,13,580,230,0,13,35,40,79,69,250001,NA,439,151,407,151,32,30,562-805-2105,FRANK.HELDMAN@LIBERTYUTILITIES.COM,13409.9835669,3293599.49473,481.09909633311884,83097561.77429174,562.1704752684283,3.6949410771989455,1467.6454189518765,0,0.14031421812147893,16.99919006391779,112.90657497219708,771.733923352013,481.09909633311884,429.6086039714013,51.49049236171754
District 11 - Merced,MARIPOSA,CA2210518,YOSEMITE NPS - VERNAL FALLS,NC,Federal,2,3000,7/17/18,NA,Jul-18,YNP - Yosemite Valley,CA2210503,Federal,None,None,0,0,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-119.3679494,37.86923614,Both,System type in yearly excel sheets listed at TNC,NA,No,No,SW,NA,SW,GW,1000,9010 Curry Village Dr. Yosemite National Park CA 95389,060430004001,"Block Group 1, Census Tract 4, Mariposa County, California",1536,434,1237,342,104,118,0,13,60,71,0,13,111,105,24,29,44773,7639,414,170,117,91,297,151,209-372-0201,Cicely_Muldoon@NPS.GOV,15307.6047078,12315050.7935,4.472301235005744,200238.34319491216,0.6481595992761947,1.1234766387454043,16.592885741470585,0,0,1.1990952586609602,0.2592638397104779,13.362890405077549,4.472301235005744,1.2639112185885797,3.208390016417164
District 11 - Merced,MERCED,CA2400176,ST. PAUL LUTHERAN DAY CARE,NTNC,School,1,50,6/19/17,NA,Jun-17,City of Merced,CA2410009,City,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.442966,37.312162,Both,System type in yearly excel listed as NP,NA,No,No,GW,NA,GW,GW,87110,2916 N. MCKEE RD. MERCED CA 95340,060470012004,"Block Group 4, Census Tract 12, Merced County, California",1620,600,1048,438,17,21,0,13,83,83,0,13,346,269,126,191,81875,37749,592,200,488,197,104,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District 11 - Merced,MERCED,CA2410306,CDPR-MEDEIROS,NC,State,3,0,4/25/18,NA,Apr-18,CDPR-Section Wide Potable Water Tanks                     (Three park systems consolidated into one),CA2410305,State,None,None,0,0,0,0,0,Other,Voluntary Consolidation,Physical,Voluntary,NA,-121.0236627,37.06508001,Both,Changed system type to NC (in tool) from NP (in excel data) and also changed population served to zero was 540 listed as ish in excel data. Look into if this should be listed as regionalization,NA,No,No,SWP,NA,SWP,SWP,171,28960 Gonzaga Rd. Santa Nella CA 95322,060470021001,"Block Group 1, Census Tract 21, Merced County, California",1715,569,1286,443,0,13,0,13,0,13,20,39,390,355,19,29,53150,16684,509,149,185,83,324,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District 11 - Merced,MERCED,CA2410307,CDPR-DINOSAUR POINT,NC,State,3,0,4/25/18,NA,Apr-18,CDPR-Section Wide Potable Water Tanks                     (Three park systems consolidated into one),CA2410305,State,None,None,0,0,0,0,0,Other,Voluntary Consolidation,Physical,Voluntary,NA,-121.211628,37.065095,Both,"Three park systems consolidated into one says excel yearly data, system type listed as NP and I changed the population served to zero to match partnerships tool data, there was a number around 300 I think in excel data originally. Look into if this shoudl be listed as regionalization",NA,No,No,SWP,NA,SWP,SWP,171,38787 Dinosaur Point Rd. Hollister CA 95023,060855135001,"Block Group 1, Census Tract 5135, Santa Clara County, California",1225,274,967,244,10,15,0,13,173,206,0,13,55,66,20,45,121213,27062,347,54,251,50,96,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DISTRICT 05 - MONTEREY,MONTEREY,CA2710706,CAMP ROBERTS WELL 6A,NC,State,6,115,3/2/18,NA,Mar-18,Camp Roberts-National Guard,CA2710705,State,None,None,0,0,0,0,0,Other,Voluntary Consolidation,Physical,Voluntary,NA,-121.6681888,36.6810245,Both,NA,NA,No,No,GW,NA,GW,GW,385,6303 Montana Rd. San Miguel CA 93451,060790100173,"Block Group 3, Census Tract 100.17, San Luis Obispo County, California",2786,548,2170,696,327,322,39,45,26,28,14,24,143,195,67,66,70436,15621,787,152,688,152,99,71,805-238-8600,jubilee.satele.nfg@mail.mil,16633.5668361,9442677.055,15.242727808413667,1072372.795442978,0.757339312129934,6.242987857063351,56.284623601599364,0.779699735181971,0.2526781959235825,2.8513179814896468,1.7070677718033154,43.693532748007556,15.242727808413667,13.066771555489064,2.1759562529246024
LPA58 - NAPA COUNTY,"NAPA",CA2800548,SILVERADO PINES MOBILE HOME,C,MHP,1,255,4/20/2021,NA,Apr-21,City of Napa,CA2810003,City,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-122.27294,38.2890933,Both,NA,NA,No,No,GW,NA,GW,SW,86906,150 SILVERADO TRAIL NAPA CA 94558,060552003011,"Block Group 1, Census Tract 2003.01, Napa County, California",1938,490,1482,366,0,13,0,13,66,57,0,13,311,325,79,89,85744,13703,811,149,402,92,409,127,707-253-0822,EKEBBAS@CITYOFNAPA.ORG,157416.151365,446459062.019,31496.338403264683,NA,2401.252625000008,791.1685872306404,88113.11422778407,546.0221503614301,74,11374.905928201008,5567.501818014097,67358.26311897689,31496.338403264683,19066.72222841539,12429.61617484929
LPA59 - NEVADA COUNTY,NEVADA,CA2902376,CAMP AUGUSTA,NC,Private (other),10,150,9/4/19,NA,Sep-19,Nevada Irrigation District,CA2910004,Irrigation District,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.0313527,39.3012015,Both,NA,NA,No,No,SWP,NA,SWP,SW,17233,17530 Lake Vera-Purdon Rd NEVADA CITY CA 95959,060570008011,"Block Group 1, Census Tract 8.01, Nevada County, California",1783,474,1630,468,0,13,0,13,123,124,0,13,0,13,30,37,66766,36268,639,128,520,122,119,104,530-273-6185,close@nidwater.com,72366.483566,44066370.4961,4596.42977377407,NA,143.63846775914072,36.30416583269314,9691.519023728328,16.253291316949007,20.27438967698408,80.79722971545715,430.18175042911474,8964.069728997989,4596.42977377407,2198.9893132770685,2397.4404604970014
District 09- Sacramento,NEVADA,CA2905004,CALTRANS - DONNER PASS VIS,NTNC,State,1,125,9/28/2018,NA,Sep-18,Truckee Donner PUD,CA2910003,PUD,None,None,0,0,0,0,0,Cal-Trans,Voluntary Consolidation,Physical,Voluntary,NA,-120.13248,39.362281,Both,Changed system type to match partnership tool. Was NC in excel,NA,No,No,GW,NA,GW,GW,36730,12800 Interstate 80 TRUCKEE CA 96161,060570012053,"Block Group 3, Census Tract 12.05, Nevada County, California",521,241,504,240,0,13,11,17,6,10,0,13,0,13,0,13,123365,45085,256,114,241,111,15,18,530-582-3957,brianwright@tdpud.org,78571.6645372,202175367.812,5512.576983592029,NA,203.02153660061714,63,14911.078044197235,10.472140164810803,69.93934192435314,679.8290804473045,614.498754660556,13270.317190399594,5512.576983592029,4378.365148991515,1134.2118346005145
DISTRICT 08 - SANTA ANA,ORANGE,CA3010070,GOLDEN STATE WC - YORBA LINDA,C,IOU,1682,5551,Oct-18,NA,Oct-18,GOLDEN STATE WC - PLACENTIA/YORBA LINDA,CA3010035,IOU,None,None,0,0,0,0,0,Other,Voluntary Consolidation,Physical,Voluntary,NA,-117.869498,33.868331,Both,NA,NA,No,No,SWP,NA,SWP,SWP,53965,500 CAMERON STREET PLACENTIA CA 92870,060590117222,"Block Group 2, Census Tract 117.22, Orange County, California",442,107,402,107,0,13,21,30,0,13,0,13,19,27,0,13,43400,14366,280,74,248,76,32,34,714-535-7711,Rocio.Flores@gswater.com,34609.9661615,20883723.9094,13987.480382069938,1412690547.6083689,6890.204009346592,948.8418965947346,44199.32612697546,408.50059886345633,115.94204099350054,2937.568236557018,3744.6724712960313,29153.596873324124,13987.480382069938,8706.913318812884,5280.5670632570545
DISTRICT 02 - LASSEN,PLUMAS,CA3210008,EAST QUINCY SERVICES DISTRICT,C,CSD,771,2572,4/19/19,NA,Apr-19,American valley CSD (formally Quincy CSD),CA3210004,CSD,None,None,0,0,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-120.9105247,39.9381728,Both,Two CSDs (quincy and easy quincy) dissolved themseves and become one new CSD. Not physical integration I don't think but neither subsummed the other and got new system IDs so I think it qualifies as voluntary consolidation. See: https://www.americanvalleycsd.com/documents/636/Final_Consolidation_Resolution.pdf,NA,No,No,GW,NA,GW,GW,4300,179 Rogers Avenue QUINCY CA 95971,060630001003,"Block Group 3, Census Tract 1, Plumas County, California",502,210,397,183,94,101,0,13,0,13,0,13,11,19,0,13,NA,NA,186,83,57,42,129,82,530-283-0836,katie@americanvalleycsd.com,18158.8646225,7304966.50031,108.0913624412796,NA,1.0157680794612438,14.335701905841725,289.4722241488144,8.014014565938346,0,15.225332383638639,11.327347283382968,239.55405993055152,108.0913624412796,53.44475605092151,54.64660639035809
DISTRICT 02 - LASSEN,PLUMAS,CA3210008,EAST QUINCY SERVICES DISTRICT,C,CSD,771,2572,4/19/19,NA,Apr-19,American valley CSD (formally Quincy CSD),CA3210004,CSD,None,None,0,0,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-120.9105247,39.9381728,Both,Two CSDs (quincy and easy quincy) dissolved themseves and become one new CSD. Not physical integration I don't think but neither subsummed the other and got new system IDs so I think it qualifies as voluntary consolidation. See: https://www.americanvalleycsd.com/documents/636/Final_Consolidation_Resolution.pdf,NA,No,No,GW,NA,GW,GW,4300,179 Rogers Avenue QUINCY CA 95971,060630001003,"Block Group 3, Census Tract 1, Plumas County, California",502,210,397,183,94,101,0,13,0,13,0,13,11,19,0,13,NA,NA,186,83,57,42,129,82,530-283-0836,katie@americanvalleycsd.com,18158.8646225,7304966.50031,108.0913624412796,NA,1.0157680794612438,14.335701905841725,289.4722241488144,8.014014565938346,0,15.225332383638639,11.327347283382968,239.55405993055152,108.0913624412796,53.44475605092151,54.64660639035809
DISTRICT 02 - LASSEN,PLUMAS,CA3210008,EAST QUINCY SERVICES DISTRICT,C,CSD,771,2572,4/19/19,NA,Apr-19,American valley CSD (formally Quincy CSD),CA3210004,CSD,None,None,0,0,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-120.9105247,39.9381728,Both,Two CSDs (quincy and easy quincy) dissolved themseves and become one new CSD. Not physical integration I don't think but neither subsummed the other and got new system IDs so I think it qualifies as voluntary consolidation. See: https://www.americanvalleycsd.com/documents/636/Final_Consolidation_Resolution.pdf,NA,No,No,GW,NA,GW,GW,4300,179 Rogers Avenue QUINCY CA 95971,060630001003,"Block Group 3, Census Tract 1, Plumas County, California",502,210,397,183,94,101,0,13,0,13,0,13,11,19,0,13,NA,NA,186,83,57,42,129,82,530-283-0836,katie@americanvalleycsd.com,18158.8646225,7304966.50031,108.0913624412796,NA,1.0157680794612438,14.335701905841725,289.4722241488144,8.014014565938346,0,15.225332383638639,11.327347283382968,239.55405993055152,108.0913624412796,53.44475605092151,54.64660639035809
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3303012,"BEL AIR GREENS, LP",NC,Private (other),1,150,4/18/17,NA,Apr-17,Desert Water Agency,CA3310005,Special Act District,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-116.5115683,33.8081936,Both,NA,NA,No,No,GW,NA,GW,SW,89232,1001 El Cielo Rd. Palm Springs CA 92264,060659407001,"Block Group 1, Census Tract 9407, Riverside County, California",1375,201,1211,179,12,9,18,19,27,18,9,12,14,10,84,93,63295,10120,683,84,481,66,202,55,760-323-4971,mkrause@dwa.org,271057.169629,1211826033.89,41037.621668539825,NA,3887.4558383158246,5533.344124608394,92875.27054904912,880.2830756431719,245.12759024538616,9793.384354049469,5804.111310458349,66731.56425572853,41037.621668539825,24760.671612011578,16276.950056528245
DISTRICT 20 - RIVERSIDE,RIVERSIDE,CA3310015,ELSINORE VALLEY MWD - TEMESCAL,C,MWD,696,2294,7/20/17,NA,Jul-17,Elsinore Valley MWD,CA3310012,MWD,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-117.339836,33.681182,Both,NA,NA,No,No,GW,NA,GW,SW,152433,28755 El Toro Rd. Lake Elsinore CA 92532,060650430053,"Block Group 3, Census Tract 430.05, Riverside County, California",1445,451,677,286,0,13,0,13,44,53,0,13,635,376,89,113,51972,15952,453,130,297,104,156,97,951-674-3146,gthomas@evmwd.net,210876.358936,363980240.896,39501.805030800344,NA,8167.194819334504,6387.649611741598,139233.7476634941,782.7825028047862,507.2748758683251,32480.922101787663,11055.473256313746,79852.45049564348,39501.805030800344,28316.057133736376,11185.747897063966
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3301566,LAKE CAHUILLA COUNTY PARK,NC,County (other),61,500,8/10/17,NA,Aug-17,Coachella Valley Water District:  Cove Community,CA3310001,County Water District,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-116.276955,33.630365,Both,NA,NA,No,No,GW,NA,GW,GW,297500,58075 Jefferson St. La Quinta CA 92253,060650444034,"Block Group 4, Census Tract 444.03, Riverside County, California",1430,520,791,325,2,4,72,52,68,48,0,13,460,420,37,55,47604,45858,495,155,359,151,136,84,760-398-2651,JBarrett@cvwd.org,448036.836693,2762250414.37,138262.87476330032,NA,11595.86278404503,8185.793246218598,343728.31546575896,2223.4107559295517,287.53278154802825,87158.74837323895,25892.806426027302,208384.1610987515,138262.87476330032,97038.41959877704,41224.4551645233
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3302027,EMPIRE POLO CLUB *OOB*,NC,Private (other),1,50,8/10/17,NA,Aug-17,Indio Water Authority,CA3310020,City,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-116.237584,33.703576,Both,NA,NA,No,No,GW,NA,GW,GW,79114,81800 51st Ave. Indio 92201,060650456061,"Block Group 1, Census Tract 456.06, Riverside County, California",897,250,781,223,1,3,0,13,0,13,0,13,76,91,39,37,43516,23416,568,192,551,191,17,20,760-625-1852,MPena@indio.org,62984.7563063,93637353.4692,30840.181173530753,NA,2153.041074299439,3584.2117312875607,82405.65297743952,363.43619047252207,1,26567.561333371214,7474.547771247633,42261.85487676115,30840.181173530753,21663.671648539883,9176.509524990872
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3303085,"HITS, INC. - OOB",NC,Private (other),5,900,8/10/17,NA,Aug-17,CVWD,CA3310001,County Water District,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-116.2191162,33.7122802,Both,NA,NA,No,No,GW,NA,GW,GW,297500,81400 Ave. 52 Indio CA 92201,060650456061,"Block Group 1, Census Tract 456.06, Riverside County, California",897,250,781,223,1,3,0,13,0,13,0,13,76,91,39,37,43516,23416,568,192,551,191,17,20,760-398-2651,JBarrett@cvwd.org,448036.836693,2762250414.37,138262.87476330032,NA,11595.86278404503,8185.793246218598,343728.31546575896,2223.4107559295517,287.53278154802825,87158.74837323895,25892.806426027302,208384.1610987515,138262.87476330032,97038.41959877704,41224.4551645233
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3303081,IDYLLWILD ARTS FOUNDATION,NTNC,School,28,275,NA,Dec-16,Dec-16,IDYLLWILD WATER DISTRICT,CA3310019,County Water District,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-116.7450095,33.75928441,Tool,NA,NA,No,No,GW,NA,GW,GW,2500,52500 Temecula Rd. Idyllwild-Pine Cove CA 92549,060650444041,"Block Group 1, Census Tract 444.04, Riverside County, California",920,274,749,267,95,95,0,13,49,59,0,13,15,24,12,19,60200,25074,370,89,287,86,83,52,951-659-2143,leo@idyllwildwater.com,28930.2697739,14065072.4072,246.47912191989474,NA,29.79775250807677,14.919263842343081,447.37134805931066,11.93611227572535,0,20.14156800073662,1.9354810021271986,368.64117043030166,246.47912191989474,156.49054171325906,89.98858020663567
LPA64 - SACRAMENTO COUNTY,SACRAMENTO,CA3400140,ASPEN GROVE MH & RV PARK,C,MHP,35,55,7/12/18,NA,Jul-18,Cal American Water-Rosemont,CA3410010,IOU,None,None,0,0,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-121.308278,38.585602,Both,NA,NA,No,No,GW,NA,GW,GW,53563,10299 McCracken Dr. Rancho Cordova CA 95670,060670090081,"Block Group 1, Census Tract 90.08, Sacramento County, California",1670,676,1062,535,126,106,0,13,391,446,0,13,40,47,51,48,64219,7522,529,153,396,120,133,114,916-568-4278,audie.foster@amwater.com,39175.474995,55024133.7529,20544.948484391214,NA,6326.048042789009,7831.717460590889,57261.87627735675,309.68883972771954,441.44374061907627,5024.368621394143,6078.591022282657,31250.018549953256,20544.948484391214,11013.977696698634,9530.97078769258
LPA64 - SACRAMENTO COUNTY,SACRAMENTO,CA3400249,JOSEPH KERR MIDDLE SCHOOL,NTNC,School,12,1321,1/7/2021,NA,Jan-21,ELK GROVE WATER SERVICE,CA3410008,RCD,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.37314,38.409591,Both,NA,NA,No,No,GW,NA,GW,GW,42540,8865 ELK GROVE BLVD ELK GROVE CA 95624,060670093083,"Block Group 3, Census Tract 93.08, Sacramento County, California",2250,1343,1935,1335,64,89,21,33,46,50,0,13,18,30,166,175,67279,30442,797,350,438,191,359,295,916-685-3556,bkamilos@egwd.org,42682.0224494,53548189.133,12863.659840435163,1334534305.0231962,7928.700909975638,3123.2731910827342,41373.35717144072,395.19995309545635,619.7271479395158,1845.6158021184797,3363.552358452901,24097.287808776,12863.659840435163,9984.23239560004,2879.427444835121
LPA64 - SACRAMENTO COUNTY,SACRAMENTO,CA3400412,SACRAMENTO SIKH SOCIETY,NC,Private (other),2,300,1/31/2021,NA,Jan-21,SCWA LAGUNA/VINEYARD,CA3410029,Special Act District,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.335344,38.479502,Both,NA,NA,No,No,GW,NA,GW,SW,172666,7676 BRADSHAW RD SACRAMENTO CA 95829,060670093113,"Block Group 3, Census Tract 93.11, Sacramento County, California",2197,511,1013,439,184,143,0,13,567,219,122,171,32,35,279,182,86875,30880,638,110,480,96,158,75,916-874-4682,williamsf@SacCounty.NET,123940.35065,128556139.665,44041.24404145283,NA,47772.908921746544,16113.227526300792,143198.2951037106,695.7193445652124,2739.8884023507085,6601.675749379585,14400.340697208807,54874.534462158954,44041.24404145283,31742.679607699232,12298.5644337536
LPA64 - SACRAMENTO COUNTY,SACRAMENTO,CA3400468,SACRAMENTO SOFTBALL COMPLEX (SWS),NC,City,4,500,6/17/2021,NA,Jun-21,CITY OF SACRAMENTO MAIN,CA3410020,City,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.386844,38.639041,Both,NA,NA,No,No,GW,NA,GW,SW,510931,3450 LONGVIEW DR SACRAMENTO CA 95821,060670074133,"Block Group 3, Census Tract 74.13, Sacramento County, California",1112,729,965,775,32,51,0,13,1,2,0,13,56,99,58,78,46453,35189,323,88,211,102,112,66,916-808-8667,MSevereid@cityofsacramento.org,198314.01208,422915998.73,185968.13900694152,NA,96173.34061827153,67050.91776483804,498785.37914113386,3829.0653874052896,8311.533055122332,58403.57708641642,47675.44362624619,217341.50160283406,185968.13900694152,91692.26675447833,94275.87225246319
District 09- Sacramento,SACRAMENTO,CA3410023,FRUITRIDGE VISTA WATER COMPANY,C,IOU,4761,15712,NA,Nov-19,Nov-19,CAL AM FRUITRIDGE VISTA,CA3410023,IOU,None,None,0,0,0,0,0,Private,Managerial,Managerial,Voluntary,NA,-121.460664,38.522295,Tool,NA,NA,No,No,NA,GW,GW,GW,15385,4411 47th Ave Sacramento 95824,060670046043,"Block Group 3, Census Tract 46.04, Sacramento County, California",1149,606,370,282,22,37,20,31,368,366,0,13,128,142,241,354,54837,26239,375,127,177,80,198,110,916-568-4278,audie.foster@amwater.com,20335.0261142,12641538.3668,6929.872630560699,299343821.9331345,4252.409334664119,2666.880735431547,23058.260252205786,126.45556897878652,418.8319559739388,5967.0340346064695,2414.1567699976486,7212.4918525532785,6929.872630560699,2779.610236198901,4150.262394361797
LPA66 - SAN BERNARDINO COUNTY,SAN BERNARDINO,CA3600316,UNION PACIFIC RR / YERMO,NTNC,Private (other),3,25,3/15/2018,NA,Mar-18,Liberty Utilities Apple Valley,CA3610118,IOU,None,None,0,0,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-116.8227733,34.90202074,Both,NA,NA,No,No,GW,NA,GW,GW,1033,1 Union Pacific Rd. Yermo CA 92398,060710116021,"Block Group 1, Census Tract 116.02, San Bernardino County, California",1793,695,1576,639,0,13,0,13,136,217,0,13,0,13,81,89,57013,31564,843,369,441,221,402,290,760-240-8325,carol.thomas-keefer@libertyutilities.com,26781.862332,14796777.0027,3.325293355890736,189584.95009939853,0.5364648830381258,0,7.072658347701174,0,0,0,0.3195121729859426,6.216681291677105,3.325293355890736,1.7395662751456875,1.5857270807450485
LPA66 - SAN BERNARDINO COUNTY,SAN BERNARDINO,CA3600125,HINKLEY ELEMENTARY SCHOOL,NTNC,School,1,527,NA,Oct-19,Oct-19,PG & E PIPELINE OPERATION,CA3600192,Private (other),None,None,0,0,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-117.0470437,34.8888772,Tool,NA,NA,No,No,GW,NA,GW,GW,50,37600 Hinkley Rd. Hinkley CA 92347,060710119001,"Block Group 1, Census Tract 119, San Bernardino County, California",220,170,70,74,0,13,0,13,5,9,0,13,80,111,65,105,42222,14698,88,64,88,64,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,CA3610118,YERMO WATER COMPANY,C,IOU,316,1033,NA,Aug-15,Aug-15,APPLE VALLEY RANCHOS WC-YERMO,CA3610118,IOU,None,None,0,0,0,0,0,None,Managerial,Managerial,Voluntary,NA,-116.8486176,34.90885925,Tool,NA,NA,No,No,NA,GW,GW,GW,1033,38280 Gleason St Yermo CA 92398,060710116021,"Block Group 1, Census Tract 116.02, San Bernardino County, California",1793,695,1576,639,0,13,0,13,136,217,0,13,0,13,81,89,57013,31564,843,369,441,221,402,290,760-240-8325,carol.thomas-keefer@libertyutilities.com,26781.862332,14796777.0027,3.325293355890736,189584.95009939853,0.5364648830381258,0,7.072658347701174,0,0,0,0.3195121729859426,6.216681291677105,3.325293355890736,1.7395662751456875,1.5857270807450485
